train/num_tokens,train/mean_token_accuracy,_step,train/grad_norm,train/learning_rate,_runtime,_timestamp,train/epoch,train/global_step,train/loss,train/entropy
1397355.0,0.7767657481133938,14,0.18630848824977875,0.0002980961123793577,253.814160488,1764933014.8388531,0.024,150,0.8131,0.8166600190103054
1497155.0,0.7983208701014519,15,0.15122827887535095,0.000297693101761315,271.096838743,1764933032.121513,0.0256,160,0.7231,0.7399069406092167
1586623.0,0.7920194461941719,16,0.22862988710403442,0.0002972517573902547,287.845207146,1764933048.8698533,0.0272,170,0.7303,0.7587612677365542
1681877.0,0.7952877804636955,17,0.21041007339954376,0.0002967721938171334,304.54017053,1764933065.5648863,0.0288,180,0.7157,0.7286930918693543
1771658.0,0.7924307696521282,18,0.16735891997814178,0.00029625453551270414,320.907330749,1764933081.9320028,0.0304,190,0.7535,0.7307917769998312
1862340.0,0.7977849476039409,19,0.1808987855911255,0.00029569891683520937,337.648257943,1764933098.6730738,0.032,200,0.7136,0.7538879115134478
1953837.0,0.7669471047818661,20,0.1619572937488556,0.0002951054819955087,355.555042379,1764933116.579796,0.0336,210,0.8277,0.858867223188281
2048322.0,0.7904149621725083,21,0.22251665592193604,0.00029447438501964873,372.662103316,1764933133.6869054,0.0352,220,0.7534,0.7336864322423935
2141394.0,0.7836324989795684,22,0.16590222716331482,0.0002938057897088856,389.565078874,1764933150.5897152,0.0368,230,0.76,0.7685157544910908
2229351.0,0.7951396189630031,23,0.175360307097435,0.00029309986959717065,406.43126069,1764933167.4559264,0.0384,240,0.7167,0.7561838708817958
2324821.0,0.7924983359873294,24,0.19242775440216064,0.0002923568079061091,423.646675067,1764933184.6713886,0.04,250,0.7111,0.7611359678208828
2420425.0,0.7737292617559433,25,0.16953526437282562,0.0002915767974974056,440.916394825,1764933201.9409788,0.0416,260,0.824,0.8389554623514414
2513910.0,0.7847264304757118,26,0.22151531279087067,0.0002907600408228063,458.348028463,1764933219.372688,0.0432,270,0.7674,0.775206771492958
2604929.0,0.8065689817070961,27,0.19423265755176544,0.0002899067498715528,475.665029313,1764933236.689669,0.0448,280,0.6776,0.718916104733944
2699659.0,0.7817849777638912,28,0.17799417674541473,0.0002890171461153604,492.392452181,1764933253.417165,0.0464,290,0.7711,0.7948410354554654
2787164.0,0.7800006546080113,29,0.17800672352313995,0.00028809146045093495,508.834518362,1764933269.85926,0.048,300,0.7664,0.7934789557009936
2883477.0,0.7778289169073105,30,0.21470609307289124,0.0002871299331400437,525.822618302,1764933286.8473322,0.0496,310,0.7885,0.8149079855531454
2979919.0,0.7910956457257271,31,0.2449515461921692,0.0002861328137471551,542.972859199,1764933303.9975736,0.0512,320,0.7416,0.7538285506889224
3063465.0,0.785469538718462,32,0.2032928317785263,0.0002851003610746648,559.241531719,1764933320.2662153,0.0528,330,0.7515,0.7751039382070303
3156362.0,0.7972908332943917,33,0.18809454143047333,0.00028403284309572294,575.711274434,1764933336.736045,0.0544,340,0.7099,0.7374130588024854
3248223.0,0.788868197798729,34,0.1769738793373108,0.00028293053688468214,592.573288558,1764933353.5980697,0.056,350,0.7438,0.7535612162202596
3341196.0,0.8047790989279747,35,0.15964257717132568,0.00028179372854518264,609.463126922,1764933370.4879036,0.0576,360,0.674,0.706964615918696
3434877.0,0.7800754755735397,36,0.2004041224718094,0.00028062271313589394,626.615895517,1764933387.6405768,0.0592,370,0.7955,0.8008534878492355
3528430.0,0.783663859218359,37,0.18480443954467773,0.00027941779459393255,643.389592647,1764933404.4142616,0.0608,380,0.7895,0.7967721298336983
3619407.0,0.7885010428726673,38,0.1917344182729721,0.0002781792856559751,659.724672276,1764933420.748732,0.0624,390,0.7474,0.7636656928807497
3708119.0,0.7942449636757374,39,0.20056109130382538,0.00027690750777708726,676.258868384,1764933437.2834573,0.064,400,0.7131,0.7517267525196075
3794139.0,0.785145477950573,40,0.17831067740917206,0.0002756027910472904,694.563163347,1764933455.5877633,0.0656,410,0.7649,0.784523100592196
3886709.0,0.7891250871121883,41,0.19119715690612793,0.0002742654741058863,712.025231418,1764933473.0498803,0.0672,420,0.7192,0.7594188444316388
3979701.0,0.791870879381895,42,0.227581188082695,0.0002728959040535639,728.864224504,1764933489.8887641,0.0688,430,0.748,0.7739465329796076
4066620.0,0.7763936817646027,43,0.1777876913547516,0.0002714944363623084,745.589031974,1764933506.6135316,0.0704,440,0.8136,0.7910699419677257
4156524.0,0.79188227429986,44,0.18256635963916779,0.0002700614347831395,762.850745554,1764933523.8755157,0.072,450,0.7297,0.744215264171362
4250733.0,0.7774544015526772,45,0.20581400394439697,0.000268597271251699,780.148262639,1764933541.172875,0.0736,460,0.8019,0.8205217188224196
4341947.0,0.7923716217279434,46,0.18648144602775574,0.0002671023257917154,797.170708642,1764933558.195265,0.0752,470,0.7421,0.7531765103340149
4432985.0,0.786708478629589,47,0.2093607783317566,0.00026557698641636835,814.489083817,1764933575.5137467,0.0768,480,0.7719,0.7727526687085629
4526400.0,0.7786812767386436,48,0.23534874618053436,0.0002640216490275801,831.445291597,1764933592.469905,0.0784,490,0.791,0.8074763868004083
4622197.0,0.7934686355292797,49,0.15959526598453522,0.00026243671731325893,848.569395217,1764933609.594128,0.08,500,0.7414,0.7633648995310068
4708972.0,0.7852248072624206,50,0.2262728214263916,0.00026082260264252206,865.147332786,1764933626.1719358,0.0816,510,0.7488,0.7666271071881056
4803330.0,0.7868490435183049,51,0.15503764152526855,0.00025917972395892466,881.962329071,1764933642.987043,0.0832,520,0.7368,0.770969319716096
4893087.0,0.7832449063658714,52,0.18656504154205322,0.0002575085076717231,898.950176702,1764933659.9748123,0.0848,530,0.7761,0.7986196130514145
4989569.0,0.7757902652025223,53,0.2242782711982727,0.00025580938754520043,916.50002983,1764933677.5245652,0.0864,540,0.8106,0.8135548412799836
5085383.0,0.7848345056176186,54,0.1833927482366562,0.00025408280458608275,934.034201366,1764933695.0588017,0.088,550,0.7648,0.7792660906910897
5175257.0,0.7851158492267132,55,0.19549018144607544,0.00025232920692907595,951.052435744,1764933712.0769777,0.0896,560,0.7685,0.7777125999331475
5267360.0,0.8002220384776593,56,0.18405060470104218,0.0002505490497205523,968.664429613,1764933729.689062,0.0912,570,0.7061,0.7420436881482602
5362223.0,0.7895529814064502,57,0.22674866020679474,0.0002487427950004172,985.766313382,1764933746.7909274,0.0928,580,0.7556,0.7576755365356803
5450505.0,0.7891257517039776,58,0.20507760345935822,0.00024691091158218667,1002.766020929,1764933763.790545,0.0944,590,0.7554,0.773895762488246
5549617.0,0.7962474428117275,59,0.20171715319156647,0.0002450538749313068,1020.508563718,1764933781.5331397,0.096,600,0.7233,0.7212110467255115
5648880.0,0.7866977453231812,60,0.18942075967788696,0.00024317216704174653,1039.925979653,1764933800.9505956,0.0976,610,0.7661,0.7685708628967405
5741444.0,0.7859315931797027,61,0.17957933247089386,0.00024126627631089646,1057.511466047,1764933818.5361395,0.0992,620,0.7571,0.7807381860911846
5829538.0,0.8059821128845215,62,0.23408235609531403,0.00023933669741280487,1074.661991864,1764933835.6865897,0.1008,630,0.6851,0.6858955562114716
5922109.0,0.7793335326015949,63,0.2207833230495453,0.0002373839311697852,1091.934316534,1764933852.9589775,0.1024,640,0.8055,0.7919874891638756
6009365.0,0.781532035022974,64,0.2540432810783386,0.00023540848442242762,1109.089265833,1764933870.1139581,0.104,650,0.7937,0.7884471293538808
6096613.0,0.7866507932543755,65,0.21661816537380219,0.0002334108698980485,1126.006246956,1764933887.0308187,0.1056,660,0.7556,0.7680895704776048
6188395.0,0.7785469822585582,66,0.20347994565963745,0.00023139160607761204,1143.324466947,1764933904.3492491,0.1072,670,0.7704,0.7826220471411943
6286534.0,0.7988908737897873,67,0.17941822111606598,0.00022935121706115842,1161.238143476,1764933922.2628565,0.1088,680,0.714,0.7226620305329561
6380753.0,0.7926969848573208,68,0.2001386433839798,0.0002272902324317737,1178.443370147,1764933939.4680917,0.1104,690,0.7501,0.7502861607819795
6477376.0,0.7991811603307724,69,0.199313685297966,0.00022520918711813634,1196.090680935,1764933957.1154103,0.112,700,0.7051,0.7024441964924335
6570750.0,0.8162533298134804,70,0.18279355764389038,0.00022310862125567675,1213.116651474,1764933974.1412969,0.1136,710,0.6272,0.6821850378066301
6657113.0,0.7902566440403461,71,0.16746586561203003,0.00022098908004638474,1230.782776229,1764933991.807408,0.1152,720,0.7445,0.7700639218091965
6753036.0,0.7971376076340675,72,0.1641957014799118,0.00021885111361730247,1248.442587374,1764934009.4673548,0.1168,730,0.733,0.7208637792617083
6848021.0,0.7841098390519619,73,0.2049090713262558,0.0002166952768777391,1265.854015534,1764934026.878682,0.1184,740,0.7665,0.781531947478652
6936489.0,0.7901246689260006,74,0.2352779507637024,0.00021452212937524376,1282.931628056,1764934043.956261,0.12,750,0.7414,0.7501189153641462
7037654.0,0.8008294120430947,75,0.22221671044826508,0.00021233223515037516,1301.028217182,1764934062.052922,0.1216,760,0.6937,0.7158533696085214
7135272.0,0.7972070179879666,76,0.18220406770706177,0.00021012616259030476,1319.212463892,1764934080.2369664,0.1232,770,0.7346,0.7531305523589253
7223780.0,0.7923672206699848,77,0.22086450457572937,0.00020790448428129174,1336.719482674,1764934097.7442193,0.1248,780,0.7163,0.7309660289436579
7310798.0,0.7782498382031917,78,0.18616338074207306,0.0002056677768600684,1354.512515221,1764934115.5372324,0.1264,790,0.8133,0.8010500829666853
7397957.0,0.7895936861634254,79,0.21223941445350647,0.00020341662086417408,1371.997863043,1764934133.0223548,0.128,800,0.7366,0.7344155602157116
7493980.0,0.794226361066103,80,0.2513682544231415,0.00020115160058127633,1391.16306799,1764934152.1878688,0.1296,810,0.7144,0.7332038648426533
7589675.0,0.7865343369543553,81,0.21411679685115814,0.00019887330389751923,1409.191777135,1764934170.2163718,0.1312,820,0.7418,0.7749273819848895
7681361.0,0.7862125054001808,82,0.19215735793113708,0.0001965823221449375,1427.256078956,1764934188.2807462,0.1328,830,0.7917,0.7797400310635567
7778156.0,0.7817302584648133,83,0.19318266212940216,0.00019427924994797622,1445.230288784,1764934206.254823,0.1344,840,0.7746,0.8087247766554355
7870779.0,0.7898862890899181,84,0.23327040672302246,0.0001919646850691559,1462.300614466,1764934223.3251863,0.136,850,0.7365,0.7561139995232224
7964769.0,0.7806590251624584,85,0.21405752003192902,0.00018963922825392338,1479.454318314,1764934240.4788923,0.1376,860,0.7747,0.7799288243055343
8063995.0,0.7976434141397476,86,0.19848507642745972,0.00018730348307472824,1496.898741946,1764934257.9235294,0.1392,870,0.7046,0.7238625928759574
8161132.0,0.8015236876904964,87,0.2562764883041382,0.0001849580557743653,1514.185555377,1764934275.210153,0.1408,880,0.6774,0.7109735472127795
8251717.0,0.7908476270735264,88,0.17135097086429596,0.00018260355510862485,1531.72592424,1764934292.7504451,0.1424,890,0.7045,0.7497605122625828
8349422.0,0.8013297908008099,89,0.19721993803977966,0.00018024059218828937,1549.733625919,1764934310.7581816,0.144,900,0.7087,0.7344550110399723
8438116.0,0.8071794286370277,90,0.2100815325975418,0.00017786978032052007,1566.857804804,1764934327.882304,0.1456,910,0.6627,0.6939341143704951
8537080.0,0.7875836871564388,91,0.1624378114938736,0.0001754917348496731,1585.231836015,1764934346.2565098,0.1472,920,0.7603,0.7753173273056746
8630331.0,0.8015445880591869,92,0.18358324468135834,0.00017310707299758642,1602.431401566,1764934363.4560525,0.1488,930,0.6976,0.7490185398608447
8732349.0,0.8026821032166481,93,0.1951688975095749,0.0001707164137033803,1621.100468692,1764934382.1251955,0.1504,940,0.7057,0.7011112332344055
8829501.0,0.792682159692049,94,0.18592680990695953,0.0001683203774628115,1638.550874827,1764934399.575677,0.152,950,0.7451,0.7615244943648577
8919758.0,0.7844923250377178,95,0.23408780992031097,0.00016591958616722334,1656.16774683,1764934417.1923761,0.1536,960,0.7431,0.7503313319757581
8999050.0,0.7951347917318344,96,0.1823391169309616,0.00016351466294213412,1673.036450517,1764934434.06096,0.1552,970,0.7253,0.7599163845181465
9085467.0,0.7956606812775135,97,0.18536001443862915,0.0001611062319855045,1690.09250047,1764934451.117149,0.1568,980,0.7023,0.7333300031721592
9169451.0,0.8029705680906772,98,0.20252029597759247,0.00015869491840572722,1706.927225578,1764934467.9518874,0.1584,990,0.6932,0.7009366374462843
9264252.0,0.7903782583773136,99,0.22132538259029388,0.0001562813480593799,1724.358631437,1764934485.3832142,0.16,1000,0.7264,0.7646075524389744
9356611.0,0.7843826591968537,100,0.17704059183597565,0.00015386614738878424,1743.128230482,1764934504.1528573,0.1616,1010,0.7595,0.741740033775568
9455399.0,0.7853291846811772,101,0.22304053604602814,0.00015144994325941245,1760.921413449,1764934521.9460123,0.1632,1020,0.7809,0.7638539288192987
9549965.0,0.814661017805338,102,0.1692962497472763,0.00014903336279718468,1778.464595423,1764934539.4891272,0.1648,1030,0.6716,0.6862073980271817
9644968.0,0.7772439695894718,103,0.21456269919872284,0.00014661703322569822,1796.227387272,1764934557.2519581,0.1664,1040,0.8007,0.8073094867169857
9748182.0,0.7923881739377976,104,0.18753555417060852,0.00014420158170343165,1813.764880328,1764934574.7894356,0.168,1050,0.7304,0.7466263309121132
9848571.0,0.794727648049593,105,0.18352669477462769,0.00014178763516096602,1831.900022131,1764934592.9246745,0.1696,1060,0.712,0.7119989790022373
9936103.0,0.7849959835410119,106,0.2173667997121811,0.00013937582013826447,1848.889015215,1764934609.9135725,0.1712,1070,0.7725,0.7793847199529409
10019699.0,0.7834151186048984,107,0.20667292177677155,0.0001369667626220543,1865.983555328,1764934627.0081718,0.1728,1080,0.7456,0.7715369176119566
10111068.0,0.7880749076604843,108,0.23191188275814056,0.00013456108788335172,1883.015273864,1764934644.0400069,0.1744,1090,0.7313,0.7545407306402921
10197980.0,0.793048519641161,109,0.24026213586330414,0.0001321594203151729,1900.168205754,1764934661.1927967,0.176,1100,0.7099,0.7643411872908473
10290326.0,0.78602609410882,110,0.22297115623950958,0.00012976238327047263,1917.797225819,1764934678.8217173,0.1776,1110,0.7706,0.7715647805482149
10376301.0,0.7863676883280277,111,0.2485811859369278,0.00012737059890035316,1935.447866353,1764934696.472568,0.1792,1120,0.7786,0.7456976504996419
10465992.0,0.7966120824217796,112,0.21370401978492737,0.00012498468799258466,1952.709153496,1764934713.733768,0.1808,1130,0.7526,0.7389007896184921
10558140.0,0.799197705835104,113,0.214572474360466,0.0001226052698104798,1970.508466442,1764934731.5330534,0.1824,1140,0.7166,0.7180531296879054
10648792.0,0.7976246118545532,114,0.20287255942821503,0.00012023296193216402,1988.094971887,1764934749.11978,0.184,1150,0.7056,0.7190779205411673
10742897.0,0.7992491483688354,115,0.2518691122531891,0.00011786838009028291,2006.189211851,1764934767.2137077,0.1856,1160,0.7004,0.7340369943529368
10837420.0,0.7814102403819561,116,0.2316650003194809,0.00011551213801218892,2023.979862415,1764934785.0045447,0.1872,1170,0.7657,0.7796282205730677
10927421.0,0.7817634917795658,117,0.21267709136009216,0.00011316484726064832,2041.573438241,1764934802.5980093,0.1888,1180,0.7676,0.763981207087636
11015569.0,0.7861584566533566,118,0.25215449929237366,0.00011082711707511007,2059.222873654,1764934820.2474654,0.1904,1190,0.7674,0.7873709887266159
11106036.0,0.8028843380510807,119,0.212196484208107,0.00010849955421357762,2077.2251292,1764934838.2496982,0.192,1200,0.6799,0.7069646429270506
11189764.0,0.7789339289069176,120,0.2524191439151764,0.00010618276279512496,2095.536650015,1764934856.5612903,0.1936,1210,0.7835,0.7851560156792402
11291676.0,0.8025707274675369,121,0.17753849923610687,0.00010387734414309744,2113.547808085,1764934874.5725977,0.1952,1220,0.686,0.7143531918525696
11384555.0,0.8007287047803402,122,0.24082274734973907,0.00010158389662903803,2130.898477962,1764934891.923074,0.1968,1230,0.694,0.7345651224255562
11477724.0,0.8028673723340034,123,0.18807755410671234,9.930301551738047e-05,2148.172625548,1764934909.197284,0.1984,1240,0.6887,0.7127544082701206
11578436.0,0.8039000205695629,124,0.20619606971740723,9.703529281094778e-05,2166.221512887,1764934927.246194,0.2,1250,0.6663,0.7101204343140125
11674433.0,0.7979115568101406,125,0.23336833715438843,9.47813170972983e-05,2183.85837179,1764934944.8830366,0.2016,1260,0.7311,0.7229738555848598
11766830.0,0.8115414261817933,126,0.18135996162891388,9.254167339595753e-05,2201.535787984,1764934962.5602734,0.2032,1270,0.6526,0.7066411282867193
11862378.0,0.7986923761665821,127,0.2110057771205902,9.031694300657633e-05,2219.56407572,1764934980.5887833,0.2048,1280,0.7065,0.7084035612642765
11962421.0,0.7835571058094501,128,0.2033986896276474,8.810770335805462e-05,2237.360959325,1764934998.3854892,0.2064,1290,0.7649,0.783472527936101
12055088.0,0.7871220342814922,129,0.23885539174079895,8.591452785866977e-05,2254.941916165,1764935015.9664893,0.208,1300,0.7362,0.7616605598479509
12145121.0,0.7872789978981019,130,0.2217133790254593,8.373798574724807e-05,2272.736690105,1764935033.7613564,0.2096,1310,0.7613,0.7446842849254608
12232895.0,0.8097275003790856,131,0.2169664204120636,8.157864194541929e-05,2289.890172717,1764935050.9147866,0.2112,1320,0.6452,0.6980908639729023
12325977.0,0.7978576697409153,132,0.20851001143455505,7.943705691099067e-05,2307.067354203,1764935068.0919542,0.2128,1330,0.6846,0.7226330861449242
12424827.0,0.7964438043534756,133,0.27075672149658203,7.731378649248064e-05,2325.231246058,1764935086.2557182,0.2144,1340,0.6956,0.7409985966980457
12513412.0,0.7863159582018853,134,0.2425425499677658,7.520938178484773e-05,2342.411906572,1764935103.4367037,0.216,1350,0.7547,0.7718678291887044
12600653.0,0.8068846859037876,135,0.19880521297454834,7.312438898645439e-05,2359.126963319,1764935120.1513631,0.2176,1360,0.6737,0.6939891878515482
12690097.0,0.7967380911111832,136,0.2137925773859024,7.105934925730084e-05,2376.335055685,1764935137.3595562,0.2192,1370,0.7149,0.7091086342930794
12776029.0,0.8128015793859958,137,0.20239350199699402,6.901479857856691e-05,2393.412260286,1764935154.436882,0.2208,1380,0.632,0.684365932457149
12860505.0,0.7992203064262867,138,0.21757672727108002,6.69912676134984e-05,2410.494378292,1764935171.5190036,0.2224,1390,0.6873,0.7251675389707088
12952821.0,0.7876820951700211,139,0.2688608169555664,6.498928156967312e-05,2427.911525237,1764935188.93618,0.224,1400,0.7506,0.7540854685008526
13047130.0,0.7972761034965515,140,0.19480697810649872,6.300936006268323e-05,2446.355127654,1764935207.3796816,0.2256,1410,0.7043,0.7183276925235986
13137152.0,0.7998430408537388,141,0.26173481345176697,6.105201698126944e-05,2462.776793873,1764935223.8014622,0.2272,1420,0.7239,0.72000024728477
13229559.0,0.802481223642826,142,0.17265339195728302,5.911776035394044e-05,2479.532206589,1764935240.556766,0.2288,1430,0.6845,0.7140739519149065
13325017.0,0.8052145972847938,143,0.21441039443016052,5.7207092217114664e-05,2496.958572557,1764935257.9831023,0.2304,1440,0.7032,0.7209832534193993
13425382.0,0.7899590194225311,144,0.18851721286773682,5.53205084848164e-05,2514.318884025,1764935275.3434944,0.232,1450,0.7451,0.7432865459471941
13514688.0,0.7979515038430691,145,0.24651166796684265,5.345849881996131e-05,2531.670293684,1764935292.6950183,0.2336,1460,0.7172,0.7323601815849543
13605837.0,0.8016800157725811,146,0.24385471642017365,5.1621546507264606e-05,2548.60907519,1764935309.6335342,0.2352,1470,0.6986,0.7148731481283903
13697325.0,0.7986627146601677,147,0.24735058844089508,4.9810128327804125e-05,2565.386412234,1764935326.411051,0.2368,1480,0.7089,0.7216310016810894
13783847.0,0.7978111356496811,148,0.23052197694778442,4.802471443527207e-05,2582.143932465,1764935343.168567,0.2384,1490,0.7152,0.7403332553803921
13872056.0,0.7893022380769252,149,0.17764286696910858,4.6265768233946535e-05,2599.420871195,1764935360.4455943,0.24,1500,0.7439,0.7458217650651932
13957328.0,0.7977719016373157,150,0.24912062287330627,4.4533746258414685e-05,2616.442439498,1764935377.4670064,0.2416,1510,0.7048,0.721298235654831
14049890.0,0.7923068769276143,151,0.27247634530067444,4.2829098055079524e-05,2633.698879719,1764935394.7236085,0.2432,1520,0.7145,0.7444007344543934
14145315.0,0.7996986888349056,152,0.23064199090003967,4.115226606547971e-05,2651.008362345,1764935412.0331528,0.2448,1530,0.6935,0.7228565860539675
14230912.0,0.8033161669969558,153,0.2048521339893341,3.950368551145418e-05,2667.601010674,1764935428.6256106,0.2464,1540,0.6678,0.7226040408015251
14327697.0,0.7931983321905136,154,0.1906314641237259,3.788378428218019e-05,2685.299139919,1764935446.3238626,0.248,1550,0.7395,0.7385974735021591
14419941.0,0.7944155849516392,155,0.25438550114631653,3.6292982823114435e-05,2702.382241157,1764935463.4068758,0.2496,1560,0.7187,0.7358077462762594
14508608.0,0.8075755774974823,156,0.2231682389974594,3.473169402686678e-05,2719.677673252,1764935480.7022877,0.2512,1570,0.6584,0.697852386161685
14594199.0,0.794323219358921,157,0.19703669846057892,3.320032312603359e-05,2736.06859583,1764935497.0932608,0.2528,1580,0.6958,0.745946878939867
14682092.0,0.8099284894764424,158,0.19059187173843384,3.169926758801991e-05,2752.772954932,1764935513.7976038,0.2544,1590,0.6758,0.6810297857969999
14776277.0,0.7990767627954483,159,0.24653814733028412,3.0228917011876518e-05,2769.65960791,1764935530.6842492,0.256,1600,0.7213,0.7069824332371354
14874005.0,0.7920630477368832,160,0.1934744119644165,2.878965302717965e-05,2788.262943303,1764935549.2872505,0.2576,1610,0.7413,0.7321092687547207
14969741.0,0.7974780276417732,161,0.2070937305688858,2.738184919497899e-05,2805.524666721,1764935566.549356,0.2592,1620,0.7135,0.7559824090451002
15059589.0,0.8071523040533066,162,0.18360784649848938,2.6005870910839694e-05,2822.832635224,1764935583.8570225,0.2608,1630,0.649,0.7126276001334191
15153176.0,0.7906199723482132,163,0.2087601125240326,2.4662075310004257e-05,2840.368697365,1764935601.3933246,0.2624,1640,0.7421,0.7438153821974993
15244187.0,0.7979266822338105,164,0.21276473999023438,2.335081117469777e-05,2857.483547747,1764935618.5083838,0.264,1650,0.7075,0.7433309145271778
15337251.0,0.7946289956569672,165,0.2202976793050766,2.2072418843601564e-05,2874.467365216,1764935635.4920602,0.2656,1660,0.7144,0.7142177540808916
15425571.0,0.7953680507838726,166,0.1933983713388443,2.0827230123518507e-05,2891.40006286,1764935652.424678,0.2672,1670,0.7133,0.7485503710806369
15519200.0,0.7790782108902932,167,0.25667762756347656,1.961556820325207e-05,2908.789389253,1764935669.8139458,0.2688,1680,0.7694,0.7952424742281436
15623178.0,0.7966889508068562,168,0.19329166412353516,1.8437747569723088e-05,2926.842296541,1764935687.8669722,0.2704,1690,0.7134,0.7222741385921836
15718502.0,0.8016429767012596,169,0.22408141195774078,1.7294073926344414e-05,2944.405498694,1764935705.4302523,0.272,1700,0.6984,0.7120591014623642
15810244.0,0.8088646851480007,170,0.18180054426193237,1.6184844113675598e-05,2961.355130291,1764935722.3798964,0.2736,1710,0.6706,0.7049947369843721
15902855.0,0.8018588177859783,171,0.20294584333896637,1.5110346032378084e-05,2978.510797404,1764935739.5354712,0.2752,1720,0.6872,0.6784977305680513
15991335.0,0.7985587149858475,172,0.20957733690738678,1.4070858568490384e-05,2995.982071002,1764935757.0066676,0.2768,1730,0.7117,0.7364033877849578
16080044.0,0.7978739015758037,173,0.24051804840564728,1.306665152104328e-05,3013.690284198,1764935774.7149813,0.2784,1740,0.7128,0.7139783974736928
16163392.0,0.8043486937880516,174,0.22891469299793243,1.2097985532033394e-05,3029.807117123,1764935790.831716,0.28,1750,0.6555,0.7045568060129881
16250919.0,0.7898226283490658,175,0.2800876796245575,1.1165112018773625e-05,3047.352482293,1764935808.3772237,0.2816,1760,0.7746,0.7698858924210071
16333654.0,0.8035250023007393,176,0.22577248513698578,1.0268273108637775e-05,3063.879539513,1764935824.9042828,0.2832,1770,0.6854,0.7248309522867202
16429634.0,0.7981587819755077,177,0.28443384170532227,9.407701576216281e-06,3080.896796101,1764935841.921198,0.2848,1780,0.7078,0.7134275827556849
16528363.0,0.803025908768177,178,0.23828396201133728,8.583620782899675e-06,3098.953363329,1764935859.9780385,0.2864,1790,0.6713,0.7297211639583111
16620101.0,0.7980998858809472,179,0.18546509742736816,7.796244618905045e-06,3116.222214854,1764935877.2468915,0.288,1800,0.7019,0.7026870217174291
16721607.0,0.8027179755270482,180,0.21221143007278442,7.045777447760826e-06,3135.379266383,1764935896.4039617,0.2896,1810,0.6972,0.7023323096334935
16811550.0,0.7903151638805866,181,0.23119576275348663,6.332414053264256e-06,3152.416937005,1764935913.4416456,0.2912,1820,0.7394,0.7439521145075559
16900749.0,0.8052741855382919,182,0.19202598929405212,5.656339588925196e-06,3169.532533905,1764935930.5572755,0.2928,1830,0.6844,0.6997206881642342
16993322.0,0.8033718734979629,183,0.21179646253585815,5.0177295299096085e-06,3186.687007222,1764935947.7116475,0.2944,1840,0.6766,0.6966059388592839
17087026.0,0.8089625611901283,184,0.18042920529842377,4.416749627494848e-06,3203.702755997,1764935964.7273378,0.296,1850,0.6663,0.6920804306864738
17190731.0,0.8017257116734982,185,0.19702816009521484,3.853555866048985e-06,3221.621022501,1764935982.6456878,0.2976,1860,0.7159,0.6941238582134247
17290430.0,0.7997699677944183,186,0.2076759934425354,3.3282944225450804e-06,3239.636429517,1764936000.6609359,0.2992,1870,0.7181,0.7070022104308009
17386840.0,0.7977416440844536,187,0.19638636708259583,2.8411016286208287e-06,3257.000532004,1764936018.02523,0.3008,1880,0.7028,0.7273971669375896
17475378.0,0.8009690962731838,188,0.20657803118228912,2.392103935193801e-06,3274.461430746,1764936035.486052,0.3024,1890,0.7112,0.7015974372625351
17561111.0,0.7860415950417519,189,0.2580018937587738,1.9814178796410286e-06,3291.35054493,1764936052.3752093,0.304,1900,0.7795,0.7787996493279934
