train/global_step,train/learning_rate,_step,train/entropy,_runtime,_timestamp,train/grad_norm,train/mean_token_accuracy,train/loss,train/num_tokens,train/epoch
230,0.00019276767676767678,22,0.7689108323305845,380.945865132,1764933822.0968213,0.2049981951713562,0.7899658024311066,0.7736,2125500.0,0.03600782778864971
240,0.00019236363636363637,23,0.8541779026389122,396.83527373,1764933837.9862187,0.20073260366916656,0.7641092039644718,0.8505,2210403.0,0.037573385518591
250,0.00019195959595959597,24,0.7570212956517934,413.477414652,1764933854.6284287,0.18054050207138062,0.7852836444973945,0.7621,2308147.0,0.03913894324853229
260,0.00019155555555555554,25,0.7838532995432616,429.94040961,1764933871.0912824,0.17913255095481873,0.7860231079161167,0.7852,2401511.0,0.040704500978473585
270,0.00019115151515151517,26,0.7951657947152853,446.327604728,1764933887.478449,0.19381046295166016,0.7821720682084561,0.7665,2487571.0,0.042270058708414875
280,0.00019074747474747477,27,0.8272975150495767,462.742497893,1764933903.8932905,0.22299133241176605,0.7750781290233135,0.8192,2576405.0,0.043835616438356165
290,0.00019034343434343436,28,0.7965969506651163,479.287154939,1764933920.438088,0.20245181024074554,0.7771045528352261,0.792,2669462.0,0.045401174168297455
300,0.00018993939393939396,29,0.8125083666294813,496.125702911,1764933937.276528,0.20909883081912994,0.7866903655230999,0.7791,2760979.0,0.046966731898238745
310,0.00018953535353535353,30,0.7780921526253224,513.500581039,1764933954.647889,0.2145870178937912,0.781329907476902,0.7676,2853593.0,0.04853228962818004
320,0.00018913131313131313,31,0.772494238242507,530.460694309,1764933971.6116352,0.19087736308574677,0.7858990401029586,0.7548,2945085.0,0.05009784735812133
330,0.00018872727272727273,32,0.8495694804936648,547.393007328,1764933988.5439992,0.18140609562397003,0.7662840887904168,0.8287,3039038.0,0.05166340508806262
340,0.00018832323232323233,33,0.7296079002320767,563.993442695,1764934005.1444237,0.16377542912960052,0.7963144555687904,0.7122,3133207.0,0.05322896281800391
350,0.00018791919191919195,34,0.8471198972314596,580.357329144,1764934021.50831,0.19409091770648956,0.7668284252285957,0.8367,3226236.0,0.0547945205479452
360,0.00018751515151515152,35,0.7699294168502092,596.628501266,1764934037.779569,0.18724903464317322,0.7891202367842197,0.7434,3316833.0,0.0563600782778865
370,0.00018711111111111112,36,0.7779834620654583,612.72599729,1764934053.8769524,0.22884231805801392,0.7868727385997772,0.7504,3404247.0,0.05792563600782779
380,0.00018670707070707072,37,0.8326334523037076,628.912757159,1764934070.0636814,0.18858467042446136,0.7775814913213253,0.7778,3493818.0,0.05949119373776908
390,0.00018630303030303032,38,0.7911783002316952,645.199344468,1764934086.3502996,0.1984044462442398,0.7878402955830097,0.7591,3585428.0,0.06105675146771037
400,0.00018589898989898991,39,0.7857086081057787,661.935475805,1764934103.0864007,0.20953071117401123,0.7848543025553226,0.7639,3681555.0,0.06262230919765166
410,0.0001854949494949495,40,0.7267318163067102,679.301336862,1764934120.4523103,0.17830345034599304,0.796584153175354,0.6793,3778827.0,0.06418786692759296
420,0.00018509090909090908,41,0.7824658282101155,695.351106634,1764934136.5020611,0.20917759835720062,0.7844305172562599,0.78,3865101.0,0.06575342465753424
430,0.00018468686868686868,42,0.8091638639569283,711.930642838,1764934153.0816295,0.20030003786087036,0.7760724976658822,0.7725,3965720.0,0.06731898238747554
440,0.0001842828282828283,43,0.8123302731662989,728.852906556,1764934170.0038218,0.231560617685318,0.7755106836557388,0.8046,4059728.0,0.06888454011741683
450,0.0001838787878787879,44,0.78871328253299,744.653567851,1764934185.8045845,0.2965213656425476,0.7800283215939998,0.8007,4143797.0,0.07045009784735812
460,0.00018347474747474747,45,0.7996694821864366,761.166028649,1764934202.3170378,0.18381769955158234,0.7775042943656445,0.7652,4241115.0,0.07201565557729941
470,0.00018307070707070707,46,0.7866257771849632,777.702062527,1764934218.8530488,0.20584546029567719,0.7890170976519585,0.7117,4337469.0,0.0735812133072407
480,0.00018266666666666667,47,0.8117587614804507,794.132740666,1764934235.2837834,0.20192544162273407,0.7772123500704765,0.8137,4428426.0,0.075146771037182
490,0.00018226262626262627,48,0.7853663627058267,810.356254248,1764934251.506848,0.17994917929172516,0.779805063456297,0.7782,4515077.0,0.07671232876712329
500,0.00018185858585858587,49,0.8041738975793123,826.925027263,1764934268.0759835,0.23992979526519775,0.7780211865901947,0.7879,4608643.0,0.07827788649706457
510,0.00018145454545454546,50,0.7466481789946556,843.130414578,1764934284.2813802,0.17958149313926697,0.7919309660792351,0.7146,4698192.0,0.07984344422700587
520,0.00018105050505050504,51,0.8134681962430477,859.30482914,1764934300.4557946,0.19319328665733337,0.7769924089312553,0.7998,4786314.0,0.08140900195694717
530,0.00018064646464646466,52,0.8164386998862028,876.291920059,1764934317.4428678,0.2511852979660034,0.7824355244636536,0.8004,4886629.0,0.08297455968688845
540,0.00018024242424242426,53,0.7321465834975243,892.678114151,1764934333.8291028,0.21216203272342682,0.7957024671137333,0.727,4981654.0,0.08454011741682975
550,0.00017983838383838386,54,0.7962755974382162,909.151777193,1764934350.3026643,0.17049448192119598,0.7794880844652653,0.7691,5074265.0,0.08610567514677103
560,0.00017943434343434345,55,0.7393834605813027,924.986094781,1764934366.1370053,0.23047402501106262,0.7945145294070244,0.7024,5159857.0,0.08767123287671233
570,0.00017903030303030302,56,0.7824132282286882,942.121971754,1764934383.2729473,0.21483521163463593,0.7894672773778438,0.7508,5259236.0,0.08923679060665363
580,0.00017862626262626262,57,0.772689200565219,959.023389795,1764934400.1744237,0.19022324681282043,0.78744727820158,0.7439,5356455.0,0.09080234833659491
590,0.00017822222222222222,58,0.7061836078763009,975.452299165,1764934416.6030912,0.1943380981683731,0.8012041643261909,0.7056,5453033.0,0.0923679060665362
600,0.00017781818181818182,59,0.8278033167123795,992.359567092,1764934433.5104423,0.18721815943717957,0.7756721042096615,0.8004,5545841.0,0.09393346379647749
610,0.00017741414141414144,60,0.8021964671090245,1010.460178005,1764934451.611207,0.19799397885799408,0.7835773512721061,0.8,5648352.0,0.09549902152641879
620,0.00017701010101010101,61,0.7424962505698204,1026.62915626,1764934467.7801292,0.2210531234741211,0.7930683128535747,0.7098,5739292.0,0.09706457925636008
630,0.0001766060606060606,62,0.807950327731669,1043.495773907,1764934484.646698,0.19553391635417938,0.773777536302805,0.8158,5833781.0,0.09863013698630137
640,0.0001762020202020202,63,0.7920550387352705,1059.725051599,1764934500.8759325,0.2350861132144928,0.7821049243211746,0.7603,5928888.0,0.10019569471624266
650,0.0001757979797979798,64,0.7714979058131576,1076.262123937,1764934517.4131076,0.20289680361747742,0.7823167234659195,0.7704,6024541.0,0.10176125244618395
660,0.0001753939393939394,65,0.7158453326672316,1092.644052221,1764934533.7950613,0.18576721847057343,0.7943284541368485,0.7002,6119077.0,0.10332681017612524
670,0.000174989898989899,66,0.7720249028876424,1109.978445155,1764934551.129447,0.24173933267593384,0.7894226975739003,0.7618,6217059.0,0.10489236790606654
680,0.00017458585858585857,67,0.863517864048481,1127.015048538,1764934568.166,0.1831853836774826,0.7704330593347549,0.8428,6319764.0,0.10645792563600782
690,0.00017418181818181817,68,0.7605093207210303,1143.571505365,1764934584.7223232,0.22845174372196198,0.7835455141961575,0.7793,6405920.0,0.10802348336594912
700,0.0001737777777777778,69,0.7720708481967449,1160.21540182,1764934601.3663886,0.1730237454175949,0.7856250822544097,0.75,6499916.0,0.1095890410958904
710,0.0001733737373737374,70,0.7799328219145536,1176.672503107,1764934617.823553,0.20832200348377228,0.7857562556862832,0.7563,6591249.0,0.1111545988258317
720,0.000172969696969697,71,0.806526641920209,1193.306408514,1764934634.457333,0.2415342926979065,0.7750648781657219,0.8287,6684193.0,0.112720156555773
730,0.00017256565656565656,72,0.7912501031532884,1209.609955806,1764934650.7609103,0.2501894533634186,0.7808795355260372,0.7648,6774336.0,0.11428571428571428
740,0.00017216161616161616,73,0.7470887828618288,1225.872788014,1764934667.023707,0.2591037452220917,0.7907848656177521,0.7429,6869785.0,0.11585127201565558
750,0.00017175757575757576,74,0.7629738107323647,1242.822710673,1764934683.9736712,0.20397809147834778,0.7881209127604961,0.7396,6966049.0,0.11741682974559686
760,0.00017135353535353536,75,0.7479809990152717,1258.928158103,1764934700.0791965,0.1899731606245041,0.7886712834239006,0.744,7058040.0,0.11898238747553816
770,0.00017094949494949496,76,0.7707106990739703,1275.681423162,1764934716.8323913,0.18826648592948914,0.7853553347289562,0.7716,7156241.0,0.12054794520547946
780,0.00017054545454545455,77,0.7514821786433459,1291.651375847,1764934732.8022156,0.2192884385585785,0.796591653674841,0.7174,7243398.0,0.12211350293542074
790,0.00017014141414141415,78,0.7779345080256462,1308.767431813,1764934749.9182703,0.24970607459545135,0.7838419854640961,0.7835,7334015.0,0.12367906066536204
800,0.00016973737373737375,79,0.7797737009823322,1325.348717485,1764934766.4996424,0.1735423058271408,0.7832190319895744,0.7896,7426124.0,0.12524461839530332
810,0.00016933333333333335,80,0.7765277963131666,1342.745086286,1764934783.896039,0.19733813405036926,0.7862468518316745,0.7242,7513025.0,0.12681017612524462
820,0.00016892929292929295,81,0.7970200251787901,1359.315958888,1764934800.466853,0.20797377824783325,0.7782444737851619,0.7796,7604656.0,0.12837573385518591
830,0.00016852525252525254,82,0.8120566315948963,1375.949442958,1764934817.1004617,0.22403761744499207,0.7832372553646565,0.7764,7698225.0,0.1299412915851272
840,0.00016812121212121211,83,0.8273753318935633,1391.674818995,1764934832.8257947,0.21725451946258545,0.7768558718264102,0.7964,7782788.0,0.13150684931506848
850,0.0001677171717171717,84,0.7782578341662884,1408.155994257,1764934849.3070087,0.19278904795646667,0.7874222695827484,0.7579,7882452.0,0.13307240704500978
860,0.0001673131313131313,85,0.7432499293237924,1424.487115394,1764934865.6380875,0.21650812029838562,0.7967673078179359,0.7402,7974713.0,0.13463796477495107
870,0.00016690909090909093,86,0.7162525862455368,1441.305940096,1764934882.4569018,0.21363991498947144,0.7991311602294445,0.694,8070206.0,0.13620352250489237
880,0.00016650505050505053,87,0.7758281663060188,1457.704310954,1764934898.855278,0.17383311688899994,0.7820709854364395,0.7797,8162394.0,0.13776908023483367
890,0.0001661010101010101,88,0.7278638929128647,1474.770753585,1764934915.9217315,0.1802932620048523,0.7923939026892185,0.7376,8261346.0,0.13933463796477494
900,0.0001656969696969697,89,0.7803230226039887,1490.932334299,1764934932.0833204,0.2043328881263733,0.7861514024436473,0.7629,8347905.0,0.14090019569471623
910,0.0001652929292929293,90,0.8199476320296526,1507.12643587,1764934948.2774303,0.19444504380226135,0.7742239378392697,0.8426,8435153.0,0.14246575342465753
920,0.0001648888888888889,91,0.7593123115599155,1524.124618286,1764934965.2754893,0.20802216231822968,0.7958078429102897,0.7202,8530734.0,0.14403131115459883
930,0.0001644848484848485,92,0.7647203389555216,1541.016807802,1764934982.1677163,0.19540782272815704,0.7850633926689625,0.7499,8621596.0,0.14559686888454013
940,0.00016408080808080807,93,0.7663474552333355,1557.64624618,1764934998.7971625,0.196284219622612,0.7883692815899849,0.7657,8711091.0,0.1471624266144814
950,0.0001636767676767677,94,0.7968550253659487,1574.217769547,1764935015.3687756,0.17229007184505463,0.7797870606184005,0.7659,8804335.0,0.1487279843444227
960,0.0001632727272727273,95,0.7507122434675694,1590.435020811,1764935031.585951,0.23911945521831512,0.7853319808840752,0.7568,8891032.0,0.150293542074364
970,0.0001628686868686869,96,0.7592569205909967,1606.98396232,1764935048.1349216,0.19639627635478973,0.7935344278812408,0.7467,8982414.0,0.1518590998043053
980,0.00016246464646464648,97,0.747722240164876,1623.812021866,1764935064.9630005,0.19179342687129974,0.7932802245020867,0.7459,9075627.0,0.15342465753424658
990,0.00016206060606060606,98,0.695273581147194,1640.54927359,1764935081.7002654,0.1899283081293106,0.8065786056220532,0.6631,9172441.0,0.15499021526418788
1000,0.00016165656565656565,99,0.7470928059890867,1657.769666221,1764935098.9206545,0.22304728627204895,0.7882956273853778,0.7524,9263086.0,0.15655577299412915
1010,0.00016125252525252525,100,0.7675077116116882,1675.745169631,1764935116.8960104,0.19142000377178192,0.7849371999502182,0.7712,9361108.0,0.15812133072407045
1020,0.00016084848484848485,101,0.7293546460568905,1692.564247068,1764935133.715176,0.22742320597171783,0.7986990049481392,0.6658,9457922.0,0.15968688845401174
1030,0.00016044444444444445,102,0.7803238920867444,1709.423934658,1764935150.5749583,0.19448046386241913,0.777681791037321,0.8168,9555946.0,0.16125244618395304
1040,0.00016004040404040405,103,0.8007140479981899,1726.228849546,1764935167.3797438,0.2195759415626526,0.7794116854667663,0.7743,9647459.0,0.16281800391389434
1050,0.00015963636363636364,104,0.7712235033512116,1743.024683646,1764935184.1756191,0.22918251156806946,0.7843523941934109,0.7439,9737183.0,0.1643835616438356
1060,0.00015923232323232324,105,0.7312980815768242,1760.076374159,1764935201.2274232,0.2278413325548172,0.7966856122016907,0.7077,9831619.0,0.1659491193737769
1070,0.00015882828282828284,106,0.7415192574262619,1776.146576839,1764935217.2974205,0.1928473860025406,0.7937900833785534,0.7151,9921108.0,0.1675146771037182
1080,0.00015842424242424244,107,0.7120067916810513,1792.643048649,1764935233.793811,0.22829003632068634,0.801008852571249,0.6935,10007536.0,0.1690802348336595
1090,0.00015802020202020203,108,0.7773126073181629,1809.145316905,1764935250.2962942,0.19756969809532166,0.78270628079772,0.7771,10097913.0,0.1706457925636008
1100,0.0001576161616161616,109,0.7541964661329985,1826.203170624,1764935267.3540611,0.19998803734779358,0.7908608697354793,0.7485,10191326.0,0.17221135029354206
1110,0.0001572121212121212,110,0.7517826415598392,1842.932353492,1764935284.0833158,0.24105386435985565,0.7886581175029278,0.7544,10272160.0,0.17377690802348336
1120,0.00015680808080808083,111,0.7800606172531843,1859.041055816,1764935300.192013,0.24007880687713623,0.7844647094607353,0.7765,10356836.0,0.17534246575342466
1130,0.00015640404040404043,112,0.7396570783108473,1875.793818344,1764935316.9447224,0.2461366206407547,0.7914602242410183,0.7316,10452827.0,0.17690802348336596
1140,0.00015600000000000002,113,0.7579211173579097,1893.020525347,1764935334.1714764,0.1791275441646576,0.7900890812277794,0.7304,10551511.0,0.17847358121330725
1150,0.0001555959595959596,114,0.7706535041332245,1909.568901787,1764935350.7198505,0.1682327687740326,0.7836558006703853,0.7671,10644750.0,0.18003913894324852
1160,0.0001551919191919192,115,0.7262819312512875,1926.179395414,1764935367.3302896,0.3038220703601837,0.7991719715297222,0.6821,10736751.0,0.18160469667318982
1170,0.0001547878787878788,116,0.7496153201907874,1942.86031438,1764935384.0112927,0.19707894325256348,0.7888064302504063,0.7303,10829326.0,0.18317025440313112
1180,0.0001543838383838384,117,0.8200009997934103,1959.732142936,1764935400.8830943,0.23253020644187927,0.7810313403606415,0.782,10926551.0,0.1847358121330724
1190,0.000153979797979798,118,0.7782453324645757,1976.382201032,1764935417.5331082,0.2425491064786911,0.7858367018401623,0.7702,11022679.0,0.1863013698630137
1200,0.00015357575757575758,119,0.7775050140917301,1992.92085295,1764935434.071764,0.2167959064245224,0.7847656160593033,0.7762,11115520.0,0.18786692759295498
1210,0.00015317171717171718,120,0.7551588356494904,2010.464781048,1764935451.6158047,0.20789943635463715,0.7884494356811047,0.7352,11210176.0,0.18943248532289628
1220,0.00015276767676767678,121,0.771014213655144,2027.039570682,1764935468.190521,0.22732193768024445,0.7869077861309052,0.7461,11306285.0,0.19099804305283757
1230,0.00015236363636363638,122,0.6994679715484381,2043.289473146,1764935484.4402823,0.19348901510238647,0.8052128687500953,0.6788,11398022.0,0.19256360078277887
1240,0.00015195959595959598,123,0.736673628166318,2060.267148101,1764935501.4179811,0.17445608973503113,0.7898961901664734,0.7496,11493802.0,0.19412915851272017
1250,0.00015155555555555557,124,0.7675638146698475,2077.249697159,1764935518.4006474,0.2233734279870987,0.7915261596441269,0.7317,11587704.0,0.19569471624266144
1260,0.00015115151515151515,125,0.7866640161722899,2093.261830845,1764935534.4128509,0.2527662515640259,0.7875771529972553,0.7571,11676883.0,0.19726027397260273
1270,0.00015074747474747474,126,0.7921113129705191,2109.201312433,1764935550.3523343,0.2196456491947174,0.7876609295606614,0.7689,11767518.0,0.19882583170254403
1280,0.00015034343434343434,127,0.7648146443068982,2125.186747608,1764935566.3376844,0.23524898290634155,0.7900267340242862,0.7552,11857919.0,0.20039138943248533
1290,0.00014993939393939397,128,0.7570157580077648,2141.344863865,1764935582.495848,0.21972908079624176,0.7977198965847492,0.728,11951385.0,0.20195694716242663
1300,0.00014953535353535356,129,0.7258766815066338,2157.627490582,1764935598.7784472,0.206222802400589,0.7924726165831089,0.7175,12049010.0,0.2035225048923679
1310,0.00014913131313131313,130,0.8188137670978903,2174.481021975,1764935615.631994,0.1931891292333603,0.7814332321286201,0.7534,12148327.0,0.2050880626223092
1320,0.00014872727272727273,131,0.7449295844882726,2190.7305491,1764935631.881567,0.1990976482629776,0.7890792228281498,0.736,12241420.0,0.2066536203522505
1330,0.00014832323232323233,132,0.7641481008380652,2207.394962042,1764935648.54596,0.21515828371047974,0.787990852445364,0.7682,12334722.0,0.20821917808219179
1340,0.00014791919191919193,133,0.7270365916192532,2223.385492244,1764935664.5363617,0.2166028618812561,0.7952623538672924,0.6994,12424957.0,0.20978473581213308
1350,0.00014751515151515153,134,0.7252786813303829,2239.610358027,1764935680.7613063,0.20304614305496216,0.7921635411679745,0.7214,12513715.0,0.21135029354207435
1360,0.00014711111111111112,135,0.7563919275999069,2256.100336174,1764935697.2512772,0.16590088605880737,0.78610450476408,0.7335,12612236.0,0.21291585127201565
1370,0.0001467070707070707,136,0.7780581168830395,2272.569990423,1764935713.7209632,0.19315482676029205,0.7864841133356094,0.7363,12703137.0,0.21448140900195695
1380,0.00014630303030303032,137,0.7108363319188357,2288.334894395,1764935729.4858403,0.2220102846622467,0.8032677493989467,0.6915,12787854.0,0.21604696673189824
1390,0.00014589898989898992,138,0.7866087321192026,2305.620007424,1764935746.770873,0.25249525904655457,0.7842257589101791,0.7879,12881171.0,0.21761252446183954
1400,0.00014549494949494952,139,0.7068142674863338,2322.662828511,1764935763.8136587,0.24986563622951508,0.8007870726287365,0.7001,12974081.0,0.2191780821917808
1410,0.0001450909090909091,140,0.7684341218322516,2340.100518717,1764935781.2515385,0.1925346553325653,0.7906553126871586,0.735,13062015.0,0.2207436399217221
1420,0.00014468686868686868,141,0.776998371258378,2356.400568728,1764935797.5514755,0.2656196057796478,0.7872232474386692,0.7516,13148328.0,0.2223091976516634
1430,0.00014428282828282828,142,0.710506996512413,2372.62752804,1764935813.7784257,0.22888562083244324,0.8058588542044163,0.6902,13237814.0,0.2238747553816047
1440,0.00014387878787878788,143,0.7589044844731688,2389.174891868,1764935830.325821,0.16308686137199402,0.7902063094079494,0.7222,13339902.0,0.225440313111546
1450,0.00014347474747474748,144,0.7540726132690907,2405.266140421,1764935846.4170556,0.21436069905757904,0.7932296216487884,0.7157,13426734.0,0.22700587084148727
1460,0.00014307070707070708,145,0.7229581460356712,2421.768562956,1764935862.9194207,0.23285092413425446,0.7968269415199757,0.7066,13515232.0,0.22857142857142856
1470,0.00014266666666666667,146,0.7906783394515514,2438.796128185,1764935879.9470654,0.21056276559829712,0.7858001053333282,0.758,13613339.0,0.23013698630136986
1480,0.00014226262626262627,147,0.7269568424671888,2454.824432654,1764935895.9753916,0.21147489547729492,0.7974100016057492,0.6878,13700823.0,0.23170254403131116
1490,0.00014185858585858587,148,0.7868619313463568,2471.657014596,1764935912.8080144,0.2542642056941986,0.7858337953686714,0.7556,13801644.0,0.23326810176125246
1500,0.00014145454545454547,149,0.7476558733731509,2488.22309639,1764935929.3740482,0.25694823265075684,0.7957089833915234,0.7253,13896838.0,0.23483365949119372
1510,0.00014105050505050507,150,0.7836161561310291,2504.829202765,1764935945.9802086,0.24705883860588074,0.7861592218279838,0.7717,13989897.0,0.23639921722113502
1520,0.00014064646464646464,151,0.7419461663812399,2521.893057473,1764935963.0439398,0.20300108194351196,0.7960584819316864,0.7128,14077195.0,0.23796477495107632
1530,0.00014024242424242423,152,0.753452281281352,2538.183991168,1764935979.3349323,0.27846014499664307,0.7886880315840245,0.7494,14163945.0,0.23953033268101762
1540,0.00013983838383838383,153,0.7145691588521004,2554.923805934,1764935996.074826,0.20765960216522217,0.8007695630192757,0.689,14265009.0,0.2410958904109589
1550,0.00013943434343434346,154,0.7574914295226336,2571.506692245,1764936012.6576555,0.2247190624475479,0.787774170935154,0.7512,14356007.0,0.24266144814090018
1560,0.00013903030303030306,155,0.7798343895934522,2587.740938321,1764936028.8918788,0.26302629709243774,0.7819488808512688,0.7579,14454854.0,0.24422700587084148
1570,0.00013862626262626263,156,0.7370701439678669,2604.181485622,1764936045.332432,0.21482513844966888,0.7930128268897534,0.7225,14549428.0,0.24579256360078278
1580,0.00013822222222222222,157,0.7942091718316078,2620.691819535,1764936061.8427424,0.2083786427974701,0.7823122262954711,0.7602,14639099.0,0.24735812133072407
1590,0.00013781818181818182,158,0.7725811708718539,2637.323156088,1764936078.473991,0.2585162818431854,0.7894995048642158,0.7467,14726444.0,0.24892367906066537
1600,0.00013741414141414142,159,0.7120000768452883,2653.655655937,1764936094.8066063,0.1985476315021515,0.8015272311866284,0.6739,14816170.0,0.25048923679060664
1610,0.00013701010101010102,160,0.7519223995506763,2671.301943874,1764936112.452935,0.22470498085021973,0.7888876512646675,0.7445,14910984.0,0.25205479452054796
1620,0.00013660606060606062,161,0.7163999330252409,2686.946904378,1764936128.097817,0.22578439116477966,0.8008544437587262,0.6796,14997774.0,0.25362035225048923
1630,0.0001362020202020202,162,0.7553952235728503,2703.370545083,1764936144.5214646,0.2627354562282562,0.7927694104611873,0.7173,15093075.0,0.2551859099804305
1640,0.0001357979797979798,163,0.7781771913170814,2719.669844412,1764936160.8208528,0.23921920359134674,0.7844246789813042,0.7483,15188667.0,0.25675146771037183
1650,0.0001353939393939394,164,0.7216053828597069,2735.279936003,1764936176.4309256,0.23982200026512146,0.7975992672145367,0.7152,15276491.0,0.2583170254403131
1660,0.000134989898989899,165,0.754823836684227,2751.777800837,1764936192.928792,0.19129827618598938,0.7911872632801533,0.7289,15374990.0,0.2598825831702544
1670,0.0001345858585858586,166,0.7558702098205685,2768.163373319,1764936209.3143115,0.3484938442707062,0.7914327383041382,0.7254,15467379.0,0.2614481409001957
1680,0.00013418181818181818,167,0.7357164807617664,2784.416113152,1764936225.5669765,0.2455524355173111,0.7984378509223461,0.7085,15558202.0,0.26301369863013696
1700,0.00013337373737373737,169,0.7589576233178377,2817.162798871,1764936258.3138018,0.1938014179468155,0.7957667373120785,0.7383,15747006.0,0.26614481409001955
1710,0.00013296969696969697,170,0.7548660144209862,2833.816841648,1764936274.9678626,0.22308285534381866,0.7918556369841099,0.732,15839510.0,0.2677103718199609
1720,0.0001325656565656566,171,0.7384737707674504,2850.427965058,1764936291.57677,0.21679989993572235,0.7921219974756241,0.7196,15932704.0,0.26927592954990215
1730,0.00013216161616161617,172,0.7745782159268856,2867.630334804,1764936308.7811978,0.1808788925409317,0.7857306584715843,0.758,16032114.0,0.2708414872798434
1740,0.00013175757575757576,173,0.7872921172529459,2883.568876433,1764936324.7198539,0.21619394421577454,0.7860982485115529,0.7538,16121504.0,0.27240704500978474
1750,0.00013135353535353536,174,0.7086215453222394,2899.558299338,1764936340.7092183,0.20942910015583038,0.8035802491009235,0.6518,16215737.0,0.273972602739726
1760,0.00013094949494949496,175,0.7427771557122469,2915.785500176,1764936356.9364433,0.20297439396381378,0.7893428966403008,0.7232,16305718.0,0.27553816046966734
1770,0.00013054545454545456,176,0.7707273311913013,2931.577043092,1764936372.7280169,0.28042125701904297,0.7849416993558407,0.7573,16389852.0,0.2771037181996086
1780,0.00013014141414141416,177,0.7036414604634047,2947.331307788,1764936388.4821992,0.2441946268081665,0.8013920277357102,0.6779,16476359.0,0.2786692759295499
1790,0.00012973737373737373,178,0.7448353473097086,2963.536887852,1764936404.6878412,0.2285732626914978,0.7924712367355824,0.7405,16568274.0,0.2802348336594912
1800,0.00012933333333333332,179,0.7568387679755688,2980.081454155,1764936421.2322896,0.2583251893520355,0.7968099325895309,0.7166,16666699.0,0.28180039138943247
1810,0.00012892929292929295,180,0.7345999900251627,2998.16834391,1764936439.319269,0.24131090939044952,0.7895825758576394,0.7437,16757413.0,0.2833659491193738
1820,0.00012852525252525255,181,0.7432034131139517,3014.689602476,1764936455.8405807,0.24355962872505188,0.7939259700477124,0.727,16851399.0,0.28493150684931506
