train/entropy,_step,train/mean_token_accuracy,train/num_tokens,_runtime,train/loss,train/grad_norm,train/learning_rate,train/epoch,_timestamp,train/global_step
0.7225557170808315,33,0.7987481921911239,3156362.0,804.846902091,0.7088,0.1916237324476242,0.0002981282051282051,0.0544,1764973675.5601811,340
0.7477393433451652,34,0.7912371933460236,3248223.0,826.317354272,0.7433,0.17752023041248322,0.00029633333333333334,0.056,1764973697.0306134,350
0.6936001025140286,35,0.8074546471238137,3341196.0,849.785749478,0.6737,0.16318799555301666,0.00029453846153846153,0.0576,1764973720.4991057,360
0.7944407425820827,36,0.7821236208081246,3434877.0,874.612520977,0.7948,0.20536813139915466,0.0002927435897435898,0.0592,1764973745.3258793,370
0.7824548125267029,37,0.7825318828225136,3528430.0,898.29835248,0.7886,0.18846368789672852,0.0002909487179487179,0.0608,1764973769.0115905,380
0.7474749349057674,38,0.7894104585051537,3619407.0,920.815327767,0.7463,0.19634008407592773,0.00028915384615384616,0.0624,1764973791.5287232,390
0.727979627251625,39,0.7942085221409798,3708119.0,941.883675267,0.7114,0.20435011386871338,0.00028735897435897435,0.064,1764973812.5970886,400
0.7671892940998077,40,0.7846601605415344,3794139.0,964.714600003,0.7637,0.18124903738498688,0.0002855641025641026,0.0656,1764973835.4279106,410
0.7504168964922429,41,0.7929052114486694,3886709.0,989.371753738,0.7186,0.19410237669944763,0.0002837692307692308,0.0672,1764973860.0851133,420
0.7573139160871506,42,0.7943274095654488,3979701.0,1012.348098946,0.7474,0.22648952901363373,0.00028197435897435897,0.0688,1764973883.0614645,430
0.7910902075469494,43,0.7750487893819809,4066620.0,1035.114705211,0.8122,0.18241913616657257,0.00028017948717948716,0.0704,1764973905.8280742,440
0.7409143321216106,44,0.7945686921477317,4156524.0,1058.292510105,0.7293,0.18637382984161377,0.00027838461538461535,0.072,1764973929.0058553,450
0.8007855579257012,45,0.779995359480381,4250733.0,1081.492263101,0.8002,0.20726703107357025,0.0002765897435897436,0.0736,1764973952.20564,460
0.7450673341751098,46,0.793889905512333,4341947.0,1104.359450018,0.7404,0.18753975629806519,0.0002747948717948718,0.0752,1764973975.0728374,470
0.7635211832821369,47,0.7842633545398712,4432985.0,1129.005884815,0.7711,0.21133749186992645,0.000273,0.0768,1764973999.7191772,480
0.8050353214144707,48,0.7806255206465721,4526400.0,1151.571497278,0.7892,0.22928516566753387,0.0002712051282051282,0.0784,1764974022.2848444,490
0.746526499837637,49,0.7934495821595192,4622197.0,1175.810972502,0.7395,0.16497327387332916,0.0002694102564102564,0.08,1764974046.5242584,500
0.7579685918986797,50,0.788420906662941,4708972.0,1196.71739334,0.7476,0.23024754226207733,0.0002676153846153846,0.0816,1764974067.4307039,510
0.7588712394237518,51,0.7913869559764862,4803330.0,1220.330645031,0.7363,0.162552148103714,0.00026582051282051283,0.0832,1764974091.0439787,520
0.7788283176720142,52,0.7841042026877403,4893087.0,1242.787530006,0.7757,0.19033534824848175,0.000264025641025641,0.0848,1764974113.5009189,530
0.800954120606184,53,0.7776113241910935,4989569.0,1264.922406069,0.8097,0.2274172306060791,0.0002622307692307692,0.0864,1764974135.6357179,540
0.7722575262188911,54,0.7872212320566178,5085383.0,1288.611125436,0.7639,0.18650734424591064,0.00026043589743589746,0.088,1764974159.3245006,550
0.7745681062340737,55,0.7847174733877182,5175257.0,1311.309265473,0.7674,0.20031704008579254,0.00025864102564102564,0.0896,1764974182.0225906,560
0.7155944786965847,56,0.7989529177546502,5267360.0,1333.992951191,0.705,0.18540243804454803,0.00025684615384615383,0.0912,1764974204.7061741,570
0.7412367589771748,57,0.7842965319752693,5362223.0,1357.711296334,0.7551,0.2291712462902069,0.000255051282051282,0.0928,1764974228.424693,580
0.7647436477243901,58,0.7918212816119194,5450505.0,1379.334872241,0.7537,0.20517635345458984,0.00025325641025641027,0.0944,1764974250.0482678,590
0.70564174503088,59,0.7966469451785088,5549617.0,1404.014845892,0.7229,0.20946843922138214,0.00025146153846153846,0.096,1764974274.7281165,600
0.7665899649262429,60,0.7857435256242752,5648880.0,1430.723728671,0.7647,0.19037535786628723,0.0002496666666666667,0.0976,1764974301.43705,610
0.7723042607307434,61,0.7861740306019783,5741444.0,1454.345110048,0.757,0.18325579166412354,0.00024787179487179483,0.0992,1764974325.0583975,620
0.6881958976387977,62,0.8040867313742638,5829538.0,1476.384112098,0.6856,0.22720658779144287,0.0002460769230769231,0.1008,1764974347.0974574,630
0.8035286799073219,63,0.7767011448740959,5922109.0,1499.615589371,0.8051,0.2236848771572113,0.00024428205128205127,0.1024,1764974370.3289409,640
0.7798074468970299,64,0.7775729253888131,6009365.0,1521.895920683,0.7925,0.2532012462615967,0.00024248717948717948,0.104,1764974392.6092896,650
0.7523982033133507,65,0.7862946912646294,6096613.0,1543.775242663,0.7547,0.22260387241840363,0.0002406923076923077,0.1056,1764974414.4885077,660
0.790744385868311,66,0.7784264877438545,6188395.0,1566.67563525,0.77,0.2045058310031891,0.00023889743589743592,0.1072,1764974437.3889647,670
0.7176889941096306,67,0.8002815425395966,6286534.0,1591.733313963,0.7133,0.18248359858989716,0.00023710256410256408,0.1088,1764974462.4466212,680
0.744995939731598,68,0.7909260600805282,6380753.0,1616.320255426,0.7495,0.202318474650383,0.0002353076923076923,0.1104,1764974487.033631,690
0.6967334769666195,69,0.7990540713071823,6477376.0,1641.084553491,0.7051,0.2043265998363495,0.0002335128205128205,0.112,1764974511.7979708,700
0.6511465847492218,70,0.8192630708217621,6570750.0,1664.322388432,0.627,0.188469797372818,0.00023171794871794873,0.1136,1764974535.035681,710
0.7504422023892403,71,0.792474327981472,6657113.0,1687.969507709,0.7446,0.16657178103923798,0.00022992307692307692,0.1152,1764974558.6827595,720
0.7154807440936566,72,0.7953981503844261,6753036.0,1712.147564378,0.7323,0.16760966181755066,0.00022812820512820513,0.1168,1764974582.8609242,730
0.7668507158756256,73,0.7832809910178185,6848021.0,1735.552396027,0.7655,0.2115156650543213,0.00022633333333333332,0.1184,1764974606.2658024,740
0.7471012875437737,74,0.7902658328413963,6936489.0,1758.763717299,0.7403,0.24460369348526,0.0002245384615384615,0.12,1764974629.4770486,750
0.700624993443489,75,0.8014012560248375,7037654.0,1784.065088488,0.694,0.220211923122406,0.00022274358974358973,0.1216,1764974654.7783508,760
0.7271015919744969,76,0.7960963755846023,7135272.0,1809.119257668,0.7347,0.1862841695547104,0.00022094871794871795,0.1232,1764974679.8325808,770
0.7210647039115429,77,0.7943156227469444,7223780.0,1831.325080102,0.7163,0.22157974541187286,0.00021915384615384616,0.1248,1764974702.038271,780
0.8004698514938354,78,0.7753071188926697,7310798.0,1855.067369299,0.812,0.18924851715564728,0.00021735897435897438,0.1264,1764974725.7805686,790
0.7344737276434898,79,0.7908552065491676,7397957.0,1877.909641784,0.7361,0.2118270844221115,0.00021556410256410257,0.128,1764974748.623011,800
0.7219121605157852,80,0.7972138598561287,7493980.0,1904.259867302,0.7141,0.2371317744255066,0.00021376923076923076,0.1296,1764974774.973198,810
0.7701253406703472,81,0.7867085799574852,7589675.0,1930.003205308,0.7416,0.22665736079216003,0.00021197435897435897,0.1312,1764974800.716532,820
0.7629352696239948,82,0.7841796517372132,7681361.0,1952.639610982,0.7906,0.19527016580104828,0.0002101794871794872,0.1328,1764974823.3526256,830
0.8001312375068664,83,0.7832756623625755,7778156.0,1977.749545168,0.7738,0.20097489655017853,0.00020838461538461538,0.1344,1764974848.4628747,840
0.745757295191288,84,0.7915147051215172,7870779.0,2000.771351907,0.7362,0.23539572954177856,0.0002065897435897436,0.136,1764974871.4847536,850
0.7873162589967251,85,0.7827185988426208,7964769.0,2024.868639063,0.7733,0.21675008535385132,0.0002047948717948718,0.1376,1764974895.5819857,860
0.7187206283211708,86,0.8037222385406494,8063995.0,2051.091331748,0.7035,0.20224303007125854,0.00020299999999999997,0.1392,1764974921.8046627,870
0.6968467183411121,87,0.8062027469277382,8161132.0,2075.829292111,0.6774,0.25435543060302734,0.0002012051282051282,0.1408,1764974946.5426283,880
0.7567889712750911,88,0.7945981994271278,8251717.0,2099.437179085,0.7044,0.17451971769332886,0.0001994102564102564,0.1424,1764974970.15052,890
0.6991524256765842,89,0.8020592153072357,8349422.0,2124.337357089,0.7081,0.2037237584590912,0.00019761538461538462,0.144,1764974995.0505934,900
0.6818443968892097,90,0.8088677942752838,8438116.0,2146.646618386,0.6607,0.2157835066318512,0.00019582051282051284,0.1456,1764975017.3599792,910
0.7482041075825692,91,0.7889321014285088,8537080.0,2174.515277725,0.7601,0.16157661378383636,0.00019402564102564103,0.1472,1764975045.2267513,920
0.7266465425491333,92,0.8042698472738266,8630331.0,2197.522990333,0.6969,0.18098297715187073,0.00019223076923076922,0.1488,1764975068.2363358,930
0.6780778430402279,93,0.8010359764099121,8732349.0,2224.24446986,0.7029,0.2003125101327896,0.00019043589743589743,0.1504,1764975094.9577646,940
0.7620640769600868,94,0.7898516297340393,8829501.0,2247.67845997,0.7448,0.189688578248024,0.00018864102564102562,0.152,1764975118.3918648,950
0.7477227844297886,95,0.7895047098398209,8919758.0,2270.979791497,0.742,0.23395206034183502,0.00018684615384615384,0.1536,1764975141.6932344,960
0.748856795579195,96,0.7971723586320877,8999050.0,2291.787661007,0.7252,0.18684156239032745,0.00018505128205128206,0.1552,1764975162.500986,970
0.7094690769910812,97,0.7970592945814132,9085467.0,2314.762823454,0.7015,0.18996576964855194,0.00018325641025641027,0.1568,1764975185.476101,980
0.7074406564235687,98,0.8025291472673416,9169451.0,2335.977279589,0.693,0.2104814499616623,0.00018146153846153844,0.1584,1764975206.6906443,990
0.7433392688632011,99,0.7936267614364624,9264252.0,2359.720889409,0.7269,0.22599312663078308,0.00017966666666666665,0.16,1764975230.4342349,1000
0.7577504113316536,100,0.7856878325343132,9356611.0,2384.977287501,0.7604,0.17905832827091217,0.00017787179487179487,0.1616,1764975255.6905627,1010
0.7628547884523869,101,0.7837527453899383,9455399.0,2410.217050823,0.781,0.2227114588022232,0.00017607692307692308,0.1632,1764975280.9303975,1020
0.668126916885376,102,0.8121271699666976,9549965.0,2434.022617421,0.6729,0.1722959578037262,0.00017428205128205127,0.1648,1764975304.7360418,1030
0.8060541771352291,103,0.7761240661144256,9644968.0,2459.231770341,0.7993,0.21885044872760773,0.0001724871794871795,0.1664,1764975329.945131,1040
0.7405128508806229,104,0.7922042474150658,9748182.0,2484.688683586,0.7295,0.19265109300613403,0.0001706923076923077,0.168,1764975355.4018922,1050
0.717795480787754,105,0.7949839562177659,9848571.0,2510.625256314,0.7114,0.1852317899465561,0.0001688974358974359,0.1696,1764975381.3385212,1060
0.7721672728657722,106,0.7851675450801849,9936103.0,2532.976781548,0.7715,0.21994957327842712,0.00016710256410256409,0.1712,1764975403.690124,1070
0.761052668839693,107,0.786858044564724,10019699.0,2557.426031982,0.7453,0.21554361283779144,0.0001653076923076923,0.1728,1764975428.1391935,1080
0.7458746537566185,108,0.79263124614954,10111068.0,2581.058637262,0.7299,0.23912584781646729,0.0001635128205128205,0.1744,1764975451.771795,1090
0.7345616541802883,109,0.7975157275795937,10197980.0,2603.367847478,0.7102,0.24810607731342316,0.0001617179487179487,0.176,1764975474.0811036,1100
0.767896369099617,110,0.78554058521986,10290326.0,2627.172775606,0.7706,0.2260005921125412,0.00015992307692307692,0.1776,1764975497.886088,1110
0.7553852811455727,111,0.7844944044947624,10376301.0,2651.265815802,0.7784,0.25587981939315796,0.00015812820512820514,0.1792,1764975521.979048,1120
0.7307426288723946,112,0.7952228650450707,10465992.0,2673.771751281,0.7532,0.21714740991592407,0.00015633333333333333,0.1808,1764975544.485097,1130
0.7080407328903675,113,0.7960851699113846,10558140.0,2697.727592489,0.716,0.21666045486927032,0.00015453846153846155,0.1824,1764975568.44078,1140
0.7043618820607662,114,0.7970081344246864,10648792.0,2720.277235209,0.7056,0.20692230761051178,0.00015274358974358976,0.184,1764975590.9905121,1150
0.7184808202087879,115,0.8030002325773239,10742897.0,2745.902477694,0.7004,0.2600008547306061,0.00015094871794871795,0.1856,1764975616.6158884,1160
0.7779879003763199,116,0.7830611959099769,10837420.0,2770.813957429,0.7656,0.23671096563339233,0.00014915384615384617,0.1872,1764975641.5271947,1170
0.7740351133048534,117,0.7823933944106102,10927421.0,2795.036566275,0.7676,0.2186562418937683,0.00014735897435897436,0.1888,1764975665.749957,1180
0.7725008949637413,118,0.7878408312797547,11015569.0,2818.415584498,0.7669,0.2593073844909668,0.00014556410256410255,0.1904,1764975689.1289027,1190
0.702117383480072,119,0.8044645860791206,11106036.0,2842.439291155,0.6812,0.22450809180736542,0.00014376923076923076,0.192,1764975713.1526065,1200
0.7721661522984504,120,0.7794689759612083,11189764.0,2865.818955596,0.7835,0.2580386996269226,0.00014197435897435898,0.1936,1764975736.5322602,1210
0.70424959436059,121,0.806377449631691,11291676.0,2890.841642126,0.6854,0.17849770188331604,0.00014017948717948717,0.1952,1764975761.5549312,1220
0.7146517649292946,122,0.8004764065146446,11384555.0,2913.504838286,0.6939,0.24266451597213745,0.00013838461538461539,0.1968,1764975784.2180886,1230
0.6977474771440029,123,0.8046635895967483,11477724.0,2936.623312021,0.6888,0.19211724400520325,0.0001365897435897436,0.1984,1764975807.3366256,1240
0.6839370995759964,124,0.8047738045454025,11578436.0,2961.442900563,0.6661,0.20796862244606018,0.0001347948717948718,0.2,1764975832.156281,1250
0.7138083137571811,125,0.795437803864479,11674433.0,2985.818530626,0.7315,0.24014468491077423,0.000133,0.2016,1764975856.531743,1260
0.6698771812021732,126,0.8135894805192947,11766830.0,3008.902629518,0.6531,0.18549543619155884,0.00013120512820512822,0.2032,1764975879.6159236,1270
0.7059997297823429,127,0.7987783625721931,11862378.0,3032.612489907,0.707,0.22394084930419922,0.0001294102564102564,0.2048,1764975903.3258898,1280
0.7724245585501194,128,0.7833755001425743,11962421.0,3057.641191442,0.7641,0.20713114738464355,0.0001276153846153846,0.2064,1764975928.35443,1290
0.7446260288357734,129,0.7863135442137719,12055088.0,3080.780334491,0.7367,0.24733056128025055,0.00012582051282051282,0.208,1764975951.4937341,1300
0.7470124319195748,130,0.7855520978569984,12145121.0,3104.834458833,0.7619,0.23266641795635223,0.000124025641025641,0.2096,1764975975.5476751,1310
0.668088561296463,131,0.8142635956406593,12232895.0,3126.590424641,0.6447,0.2234959751367569,0.00012223076923076922,0.2112,1764975997.3037932,1320
0.7115171387791633,132,0.8019431352615356,12325977.0,3149.940890794,0.6846,0.2140914797782898,0.00012043589743589744,0.2128,1764976020.6542416,1330
0.7251979008316993,133,0.8006143972277642,12424827.0,3175.731415144,0.6958,0.2755575478076935,0.00011864102564102563,0.2144,1764976046.4447465,1340
0.76457100212574,134,0.7857182905077934,12513412.0,3198.288003001,0.7554,0.24658070504665375,0.00011684615384615385,0.216,1764976069.00135,1350
0.6803701259195805,135,0.8095987066626549,12600653.0,3219.438414883,0.6737,0.20624813437461853,0.00011505128205128206,0.2176,1764976090.1517727,1360
0.703340657800436,136,0.7953212052583695,12690097.0,3242.220007838,0.7148,0.22336703538894653,0.00011325641025641025,0.2192,1764976112.9333613,1370
0.6661506876349449,137,0.8178132712841034,12776029.0,3263.705094658,0.6325,0.20484663546085358,0.00011146153846153846,0.2208,1764976134.418477,1380
0.711523100733757,138,0.8018067374825477,12860505.0,3284.764534873,0.6881,0.22518841922283173,0.00010966666666666667,0.2224,1764976155.4778721,1390
0.7487688690423966,139,0.7862004861235619,12952821.0,3308.728909146,0.7509,0.27272099256515503,0.00010787179487179486,0.224,1764976179.4422915,1400
0.7234922245144844,140,0.8018021926283836,13047130.0,3335.145194948,0.7043,0.20028190314769745,0.00010607692307692308,0.2256,1764976205.850714,1410
0.7049317874014378,141,0.7984745815396309,13137152.0,3357.82575054,0.7245,0.2679458260536194,0.0001042820512820513,0.2272,1764976228.5389113,1420
0.7047928288578987,142,0.8037289440631866,13229559.0,3380.856712952,0.6857,0.1748664677143097,0.00010248717948717948,0.2288,1764976251.5696774,1430
0.7068219892680645,143,0.808041301369667,13325017.0,3405.804194181,0.7031,0.2204960733652115,0.00010069230769230769,0.2304,1764976276.51752,1440
0.7384536869823932,144,0.7909513756632804,13425382.0,3430.464781264,0.7447,0.1959364116191864,9.88974358974359e-05,0.232,1764976301.178148,1450
0.7138534665107727,145,0.798080661892891,13514688.0,3453.314598427,0.7181,0.25220173597335815,9.710256410256409e-05,0.2336,1764976324.0279856,1460
0.7006718464195728,146,0.8038237079977989,13605837.0,3476.913691959,0.6976,0.2494889497756958,9.530769230769231e-05,0.2352,1764976347.6271048,1470
0.7144803181290627,147,0.8001643985509872,13697325.0,3499.9989984,0.7083,0.2719272971153259,9.351282051282052e-05,0.2368,1764976370.7122734,1480
0.7315571419894695,148,0.7982462853193283,13783847.0,3522.47761404,0.7156,0.2448967844247818,9.171794871794871e-05,0.2384,1764976393.190854,1490
0.7410460539162159,149,0.7901552215218544,13872056.0,3544.970843514,0.7425,0.18334037065505981,8.992307692307692e-05,0.24,1764976415.684217,1500
0.7105572946369648,150,0.7996228352189064,13957328.0,3568.12027164,0.7056,0.254266619682312,8.812820512820513e-05,0.2416,1764976438.8336112,1510
0.7345627538859845,151,0.7947272822260857,14049890.0,3592.032314134,0.7129,0.26368412375450134,8.633333333333334e-05,0.2432,1764976462.7457094,1520
0.711788734793663,152,0.7991733327507973,14145315.0,3616.003281735,0.6916,0.2503167986869812,8.453846153846154e-05,0.2448,1764976486.7165096,1530
0.6950120098888874,153,0.8068505391478539,14230912.0,3637.415752249,0.6673,0.21406681835651398,8.274358974358974e-05,0.2464,1764976508.1291208,1540
0.7222791209816932,154,0.7902533739805222,14327697.0,3663.012834159,0.7383,0.19343887269496918,8.094871794871794e-05,0.248,1764976533.726213,1550
0.732760988920927,155,0.794576258957386,14419941.0,3686.623751499,0.7159,0.2371891885995865,7.915384615384615e-05,0.2496,1764976557.3369904,1560
0.683799759298563,156,0.8121691510081291,14508608.0,3709.399534453,0.6576,0.22570666670799255,7.735897435897435e-05,0.2512,1764976580.112492,1570
0.716755636036396,157,0.7982549041509628,14594199.0,3732.413552304,0.6958,0.20339010655879974,7.556410256410257e-05,0.2528,1764976603.126697,1580
0.6712876267731189,158,0.8097935929894448,14682092.0,3755.557111871,0.674,0.19833755493164062,7.376923076923077e-05,0.2544,1764976626.2704418,1590
0.7080675221979618,159,0.7978675916790963,14776277.0,3779.153926928,0.7201,0.2566509544849396,7.197435897435897e-05,0.256,1764976649.8672936,1600
0.7330906830728054,160,0.7930042371153831,14874005.0,3805.914985687,0.7409,0.2000579982995987,7.017948717948717e-05,0.2576,1764976676.6282442,1610
0.7373520530760288,161,0.799131628870964,14969741.0,3831.031526075,0.7112,0.20904260873794556,6.838461538461538e-05,0.2592,1764976701.7446873,1620
0.6901165679097175,162,0.8097059771418571,15059589.0,3854.681020962,0.649,0.18950392305850983,6.65897435897436e-05,0.2608,1764976725.3940728,1630
0.7334909871220588,163,0.7907607555389404,15153176.0,3880.505229223,0.7427,0.21354015171527863,6.47948717948718e-05,0.2624,1764976751.2184188,1640
0.7156996488571167,164,0.799498662352562,15244187.0,3904.10612372,0.704,0.22112661600112915,6.3e-05,0.264,1764976774.819382,1650
0.7223982632160186,165,0.7943768531084061,15337251.0,3928.440424993,0.7125,0.21514183282852173,6.12051282051282e-05,0.2656,1764976799.153789,1660
0.7205928593873978,166,0.7967034906148911,15425571.0,3951.803925474,0.7106,0.19503378868103027,5.941025641025641e-05,0.2672,1764976822.5172641,1670
0.788175331056118,167,0.7837080240249634,15519200.0,3975.719563723,0.7674,0.2588599622249603,5.7615384615384615e-05,0.2688,1764976846.4329631,1680
0.7131761007010937,168,0.799270461499691,15623178.0,4001.581733173,0.7105,0.20008598268032074,5.5820512820512825e-05,0.2704,1764976872.2950363,1690
0.6974153198301792,169,0.8019994869828224,15718502.0,4025.483512967,0.6955,0.2278617024421692,5.402564102564103e-05,0.272,1764976896.196898,1700
0.6743505045771598,170,0.8096817225217819,15810244.0,4048.732906501,0.6666,0.18671971559524536,5.223076923076923e-05,0.2736,1764976919.446257,1710
0.6718800246715546,171,0.8030428424477577,15902855.0,4071.62297807,0.6843,0.21413873136043549,5.043589743589744e-05,0.2752,1764976942.3363717,1720
0.7196288868784905,172,0.7956975489854813,15991335.0,4094.85368347,0.7099,0.21737195551395416,4.864102564102564e-05,0.2768,1764976965.5670745,1730
0.7099061250686646,173,0.7982631176710129,16080044.0,4118.628340763,0.7086,0.2503872811794281,4.684615384615384e-05,0.2784,1764976989.3414567,1740
0.681344548612833,174,0.8101467117667198,16163392.0,4140.457491612,0.6533,0.23120658099651337,4.5051282051282056e-05,0.28,1764977011.170638,1750
0.758827981352806,175,0.7899734586477279,16250919.0,4164.310653224,0.7726,0.289328396320343,4.325641025641026e-05,0.2816,1764977035.023912,1760
0.7009204491972924,176,0.8035655409097672,16333654.0,4186.005344478,0.6814,0.23227985203266144,4.146153846153846e-05,0.2832,1764977056.7187269,1770
0.7016979835927486,177,0.7991010382771492,16429634.0,4209.372741646,0.7045,0.28758037090301514,3.9666666666666664e-05,0.2848,1764977080.0860367,1780
0.7030468337237835,178,0.8061848491430282,16528363.0,4235.607047524,0.6691,0.24916590750217438,3.7871794871794874e-05,0.2864,1764977106.320317,1790
0.7024126507341861,179,0.7960837677121162,16620101.0,4260.142120196,0.7001,0.1910744160413742,3.6076923076923077e-05,0.288,1764977130.8551903,1800
0.6937470354139805,180,0.804124316573143,16721607.0,4286.681407091,0.693,0.21567271649837494,3.428205128205128e-05,0.2896,1764977157.3946607,1810
0.7354210175573825,181,0.7939712673425674,16811550.0,4309.913233328,0.7345,0.23934318125247955,3.248717948717949e-05,0.2912,1764977180.62648,1820
0.6856443807482719,182,0.8056182742118836,16900749.0,4333.178861399,0.682,0.200869619846344,3.069230769230769e-05,0.2928,1764977203.8921385,1830
0.6961222685873508,183,0.8067427679896355,16993322.0,4356.168875789,0.6734,0.21464961767196655,2.8897435897435898e-05,0.2944,1764977226.882105,1840
0.668216747790575,184,0.8093298971652985,17087026.0,4379.456354416,0.6618,0.18341846764087677,2.71025641025641e-05,0.296,1764977250.1695304,1850
0.6923523031175136,185,0.7970512092113495,17190731.0,4405.451578428,0.7122,0.2033247947692871,2.5307692307692307e-05,0.2976,1764977276.1649299,1860
0.7015834987163544,186,0.7965044230222702,17290430.0,4431.989726993,0.714,0.21815286576747894,2.3512820512820513e-05,0.2992,1764977302.7027185,1870
0.7126517988741398,187,0.8021442279219627,17386840.0,4456.303991107,0.6986,0.20376989245414734,2.171794871794872e-05,0.3008,1764977327.0173473,1880
0.6914018392562866,188,0.7993143826723099,17475378.0,4479.288272718,0.7074,0.21456830203533173,1.9923076923076923e-05,0.3024,1764977350.0015275,1890
0.7686937600374222,189,0.7877233505249024,17561111.0,4501.41215971,0.7729,0.26505863666534424,1.812820512820513e-05,0.304,1764977372.12548,1900
0.7285310618579388,190,0.7944094866514206,17656420.0,4526.941613221,0.7118,0.21570518612861633,1.6333333333333335e-05,0.3056,1764977397.654998,1910
