_step,train/entropy,train/global_step,train/learning_rate,_timestamp,train/grad_norm,train/num_tokens,_runtime,train/loss,train/epoch,train/mean_token_accuracy
104,0.7406114425510169,1050,9.613438780228777e-05,1764934402.2818532,0.2067001909017563,9748182.0,2333.235027388,0.7254,0.168,0.7939411513507366
105,0.7105587840080261,1060,9.452509010731069e-05,1764934425.6249502,0.19981445372104645,9848571.0,2356.578065305,0.708,0.1696,0.7961527481675148
106,0.7724977012723684,1070,9.291721342550967e-05,1764934448.4185374,0.23336628079414368,9936103.0,2379.371786724,0.7686,0.1712,0.7858492895960808
107,0.7696798760443926,1080,9.131117508136953e-05,1764934472.9869256,0.22888115048408508,10019699.0,2403.941126798,0.7414,0.1728,0.7861373580992221
108,0.7487551227211953,1090,8.970739192223448e-05,1764934497.4491184,0.2574812173843384,10111068.0,2428.40244822,0.7263,0.1744,0.7886010922491551
109,0.760543892160058,1100,8.810628021011528e-05,1764934521.2681053,0.26083412766456604,10197980.0,2452.22154813,0.7065,0.176,0.7946852952241897
110,0.7698007427155972,1110,8.650825551364843e-05,1764934548.3281195,0.24940206110477448,10290326.0,2479.281517468,0.7671,0.1776,0.7877892464399338
111,0.7435790073126555,1120,8.491373260023545e-05,1764934575.5216203,0.27456557750701904,10376301.0,2506.47519667,0.7753,0.1792,0.7871363960206509
112,0.7361061487346887,1130,8.332312532838978e-05,1764934600.6091855,0.23562827706336975,10465992.0,2531.563376743,0.7485,0.1808,0.7975282222032547
113,0.7116950616240502,1140,8.173684654031989e-05,1764934627.4029639,0.23167677223682404,10558140.0,2558.356238599,0.7119,0.1824,0.8000362694263459
114,0.7170693956315517,1150,8.015530795477603e-05,1764934650.124206,0.22253923118114471,10648792.0,2581.077542821,0.7026,0.184,0.7977547600865365
115,0.7313896998763084,1160,7.857892006018862e-05,1764934673.2045515,0.2795974016189575,10742897.0,2604.157668311,0.6969,0.1856,0.8004651285707951
116,0.7754168059676886,1170,7.700809200812595e-05,1764934698.7072272,0.255255788564682,10837420.0,2629.660986408,0.7613,0.1872,0.782632265239954
117,0.7578702945262193,1180,7.54432315070989e-05,1764934725.2659786,0.2349889874458313,10927421.0,2656.220491808,0.7637,0.1888,0.782785239815712
118,0.7831511430442333,1190,7.388474471674006e-05,1764934755.7892923,0.29927024245262146,11015569.0,2686.742827569,0.7624,0.1904,0.7880299270153046
119,0.7055787377059459,1200,7.233303614238509e-05,1764934786.1597083,0.23412123322486877,11106036.0,2717.113859838,0.6771,0.192,0.8041370026767254
120,0.7819959849119187,1210,7.078850853008332e-05,1764934817.873834,0.2820638418197632,11189764.0,2748.827171921,0.7799,0.1936,0.7794121146202088
121,0.7093922793865204,1220,6.925156276206497e-05,1764934849.189475,0.1959514617919922,11291676.0,2780.144476957,0.6816,0.1952,0.8034621819853782
122,0.7304994322359561,1230,6.772259775269203e-05,1764934878.9233868,0.26791974902153015,11384555.0,2809.876934683,0.6901,0.1968,0.8006808914244175
123,0.7069013517349958,1240,6.620201034492032e-05,1764934906.1269946,0.20505212247371674,11477724.0,2837.081116971,0.6855,0.1984,0.8036040812730789
124,0.7076511111110448,1250,6.469019520729853e-05,1764934932.6595325,0.22710047662258148,11578436.0,2863.613253093,0.6629,0.2,0.8050372071564198
125,0.7195202507078647,1260,6.318754473153221e-05,1764934959.2098494,0.2646999657154083,11674433.0,2890.167083586,0.7277,0.2016,0.798826951533556
126,0.7028334049507976,1270,6.169444893063836e-05,1764934984.057761,0.20089496672153473,11766830.0,2915.012290221,0.6494,0.2032,0.8133899673819542
127,0.7068925894796848,1280,6.021129533771757e-05,1764935009.7138927,0.23367273807525635,11862378.0,2940.669771644,0.703,0.2048,0.7996079377830029
128,0.7784765772521496,1290,5.873846890536976e-05,1764935034.806487,0.22810883820056915,11962421.0,2965.759657349,0.7609,0.2064,0.7849548928439617
129,0.7580000251531601,1300,5.727635190577986e-05,1764935058.7419167,0.2708844542503357,12055088.0,2989.695092844,0.7334,0.208,0.7881013669073582
130,0.744457445666194,1310,5.582532383149872e-05,1764935082.23363,0.2493201196193695,12145121.0,3013.187591921,0.7581,0.2096,0.7882946208119392
131,0.6932760506868363,1320,5.43857612969462e-05,1764935105.7178063,0.24483130872249603,12232895.0,3036.671070479,0.6419,0.2112,0.811433419585228
132,0.7199248522520065,1330,5.295803794066046e-05,1764935129.9576795,0.23074166476726532,12325977.0,3060.911351686,0.6812,0.2128,0.7986786872148514
133,0.7382463343441487,1340,5.154252432832043e-05,1764935154.2444093,0.2995898127555847,12424827.0,3085.197830639,0.6921,0.2144,0.7973354980349541
134,0.7676326889544726,1350,5.013958785656516e-05,1764935177.1997354,0.26716554164886475,12513412.0,3108.152866102,0.7505,0.216,0.7864927865564824
135,0.689566190727055,1360,4.874959265763627e-05,1764935199.7113943,0.2220057100057602,12600653.0,3130.664578886,0.6704,0.2176,0.8076350554823876
136,0.7073296841233969,1370,4.737289950486723e-05,1764935223.9919024,0.23996038734912872,12690097.0,3154.946677205,0.7122,0.2192,0.7976247936487197
137,0.6815320611000061,1380,4.600986571904461e-05,1764935247.5515375,0.21903228759765625,12776029.0,3178.504762264,0.6284,0.2208,0.8139746405184269
138,0.722061351686716,1390,4.46608450756656e-05,1764935273.6698382,0.2479170709848404,12860505.0,3204.626616244,0.6841,0.2224,0.7997761212289334
139,0.7496961500495672,1400,4.3326187713115415e-05,1764935305.4382362,0.292918860912323,12952821.0,3236.394068464,0.7474,0.224,0.7892828546464443
140,0.7143764320760966,1410,4.2006240041788825e-05,1764935335.0174592,0.21689526736736298,13047130.0,3265.970695118,0.7009,0.2256,0.7988025307655334
141,0.717967827245593,1420,4.070134465417963e-05,1764935358.8857222,0.28444212675094604,13137152.0,3289.839096883,0.7206,0.2272,0.799984460324049
142,0.7110693011432886,1430,3.9411840235960296e-05,1764935383.9872792,0.19235415756702423,13229559.0,3314.941948049,0.6817,0.2288,0.8032738596200943
143,0.716605681926012,1440,3.813806147807645e-05,1764935407.5161247,0.23691391944885254,13325017.0,3338.469289096,0.6995,0.2304,0.8057123742997646
144,0.740538002178073,1450,3.6880338989877604e-05,1764935430.7023096,0.21004119515419006,13425382.0,3361.655415737,0.741,0.232,0.7913608707487583
145,0.7288300972431898,1460,3.563899921330755e-05,1764935453.6014779,0.2731698453426361,13514688.0,3384.55499631,0.7146,0.2336,0.7981876045465469
146,0.7117289051413536,1470,3.441436433817641e-05,1764935476.7691,0.27045518159866333,13605837.0,3407.722303348,0.6956,0.2352,0.8023633748292923
147,0.7181762646883726,1480,3.320675221853608e-05,1764935499.3805618,0.28570014238357544,13697325.0,3430.333741831,0.7052,0.2368,0.8004798747599124
148,0.7362348448485136,1490,3.201647629018139e-05,1764935521.6795259,0.25722578167915344,13783847.0,3452.632820765,0.711,0.2384,0.7981252029538155
149,0.7433893505483866,1500,3.08438454892977e-05,1764935544.794371,0.19514137506484985,13872056.0,3475.747875553,0.7401,0.24,0.7897233225405216
150,0.7169031444936991,1510,2.968916417227646e-05,1764935567.4188182,0.27643847465515137,13957328.0,3498.372094978,0.7008,0.2416,0.7986061803996563
151,0.7396672103554011,1520,2.8552732036719687e-05,1764935597.3473825,0.29481881856918335,14049890.0,3528.301202071,0.71,0.2432,0.7934314489364624
152,0.7184016659855843,1530,2.743484404365314e-05,1764935624.481826,0.2695474624633789,14145315.0,3555.435371412,0.6892,0.2448,0.8010302640497684
153,0.7174588236957788,1540,2.6335790340969456e-05,1764935647.969925,0.2294217348098755,14230912.0,3578.923110349,0.6649,0.2464,0.8041931353509426
154,0.7354206010699272,1550,2.5255856188120132e-05,1764935671.72559,0.20866146683692932,14327697.0,3602.67897771,0.7365,0.248,0.7941203713417053
155,0.7340749278664589,1560,2.4195321882076295e-05,1764935694.195978,0.25816798210144043,14419941.0,3625.149217395,0.714,0.2496,0.7963208258152008
156,0.6949973989278078,1570,2.315446268457786e-05,1764935716.656527,0.24421754479408264,14508608.0,3647.609772748,0.6549,0.2512,0.8090670473873616
157,0.7428270541131496,1580,2.213354875068906e-05,1764935739.6073124,0.2186143696308136,14594199.0,3670.56061283,0.6933,0.2528,0.7943813666701317
158,0.6769371379166842,1590,2.113284505867994e-05,1764935762.2445722,0.2095707654953003,14682092.0,3693.198055005,0.6719,0.2544,0.8102587379515171
159,0.7044349996373057,1600,2.0152611341251015e-05,1764935785.0451305,0.27167925238609314,14776277.0,3715.998255892,0.7182,0.256,0.7999924279749393
160,0.7289092294871807,1610,1.919310201811977e-05,1764935810.4217374,0.2200668454170227,14874005.0,3741.374859774,0.7379,0.2576,0.7930659547448158
161,0.7512560822069645,1620,1.8254566129985995e-05,1764935832.535802,0.2276936173439026,14969741.0,3763.489050028,0.7093,0.2592,0.7984055906534195
162,0.7088760055601597,1630,1.733724727389313e-05,1764935854.1484768,0.20453324913978577,15059589.0,3785.102109599,0.6453,0.2608,0.807722095400095
163,0.7407029159367085,1640,1.644138354000284e-05,1764935875.4696808,0.23259860277175903,15153176.0,3806.422898183,0.7403,0.2624,0.7907145582139492
164,0.7395554527640342,1650,1.5567207449798515e-05,1764935896.560056,0.23610493540763855,15244187.0,3827.513284044,0.704,0.264,0.7987599119544029
165,0.7125808477401734,1660,1.4714945895734377e-05,1764935918.135722,0.23919756710529327,15337251.0,3849.088911547,0.7111,0.2656,0.7958711817860603
166,0.7459331721067428,1670,1.3884820082345673e-05,1764935939.306787,0.21375097334384918,15425571.0,3870.26001977,0.7081,0.2672,0.7960923865437508
167,0.7922598429024219,1680,1.3077045468834715e-05,1764935960.7962456,0.27820703387260437,15519200.0,3891.749323196,0.7661,0.2688,0.7801273122429848
168,0.7171909342519939,1690,1.2291831713148727e-05,1764935982.220595,0.21753033995628357,15623178.0,3913.176847974,0.7091,0.2704,0.7968746423721313
169,0.7083635251969099,1700,1.1529382617562944e-05,1764936003.584515,0.2515271306037903,15718502.0,3934.537623171,0.6949,0.272,0.8023362547159195
170,0.7030352108180523,1710,1.0789896075783733e-05,1764936025.9496522,0.2035650610923767,15810244.0,3956.903102943,0.6671,0.2736,0.8092246249318122
171,0.6751444153487682,1720,1.007356402158539e-05,1764936048.3017633,0.2264598160982132,15902855.0,3979.25502262,0.6829,0.2752,0.8028534702956677
172,0.7341481480747462,1730,9.38057237899359e-06,1764936069.7056289,0.2327251434326172,15991335.0,4000.658797787,0.7089,0.2768,0.7983838208019733
173,0.7104136347770691,1740,8.711101014028856e-06,1764936091.0842094,0.27356240153312683,16080044.0,4022.037272331,0.7086,0.2784,0.7986256599426269
174,0.7012201005592942,1750,8.065323688022264e-06,1764936112.0306218,0.25056296586990356,16163392.0,4042.983697063,0.6514,0.28,0.805818573385477
175,0.7670599233359099,1760,7.443408012515751e-06,1764936133.6021361,0.3146313428878784,16250919.0,4064.55523305,0.7712,0.2816,0.7899016261100769
176,0.7199404742568731,1770,6.845515405758518e-06,1764936154.5307288,0.2520411014556885,16333654.0,4085.484002958,0.6813,0.2832,0.8041722558438777
177,0.7099382553249598,1780,6.2718010508108545e-06,1764936175.5955718,0.3084985613822937,16429634.0,4106.548625018,0.7044,0.2848,0.7990801513195038
178,0.7264527542516589,1790,5.722413855266451e-06,1764936197.458317,0.26776525378227234,16528363.0,4128.411822273,0.6681,0.2864,0.8036532923579216
179,0.6990326032042503,1800,5.197496412603364e-06,1764936219.851831,0.2093828022480011,16620101.0,4150.805099763,0.6992,0.288,0.7988383732736111
180,0.6977913608774543,1810,4.697184965173884e-06,1764936244.0378935,0.2330421805381775,16721607.0,4174.990974058,0.6935,0.2896,0.8032252237200737
181,0.7406496059149503,1820,4.221609368842838e-06,1764936265.0956793,0.256179541349411,16811550.0,4196.048867104,0.7356,0.2912,0.7914114557206631
182,0.6956299088895321,1830,3.7708930592834648e-06,1764936285.9316046,0.216014564037323,16900749.0,4216.884746665,0.6809,0.2928,0.805951664596796
183,0.6919442709535361,1840,3.3451530199397395e-06,1764936307.6525466,0.23358741402626038,16993322.0,4238.605945595,0.6736,0.2944,0.8039890572428703
184,0.6881600078195333,1850,2.9444997516632323e-06,1764936329.1039572,0.19756267964839935,17087026.0,4260.057039649,0.6631,0.296,0.809984915703535
185,0.6914847157895565,1860,2.5690372440326572e-06,1764936350.031852,0.21998779475688934,17190731.0,4280.984973029,0.7124,0.2976,0.803013713657856
186,0.7061947338283062,1870,2.218862948363387e-06,1764936371.3526976,0.2341083288192749,17290430.0,4302.305844355,0.7155,0.2992,0.8006287060678006
187,0.7246077887713909,1880,1.894067752413886e-06,1764936392.1472044,0.21861189603805542,17386840.0,4323.100642238,0.6992,0.3008,0.7993550300598145
188,0.6987938959151506,1890,1.5947359567958674e-06,1764936412.9708414,0.23169273138046265,17475378.0,4343.924087536,0.7064,0.3024,0.8017790399491787
189,0.7739239949733019,1900,1.3209452530940192e-06,1764936433.3220193,0.2884894609451294,17561111.0,4364.275168566,0.7751,0.304,0.787234190106392
