train/num_tokens,train/mean_token_accuracy,train/epoch,train/grad_norm,train/learning_rate,_step,train/loss,train/entropy,train/global_step,_runtime,_timestamp
23318062.0,0.7987594701349735,0.4032,0.22040599584579468,0.00018020841683366733,251,0.6862,0.7172431435436011,2520,4301.22785043,1764940597.4139037
23502725.0,0.7948182068765164,0.4064,0.24475832283496857,0.0001800480961923848,253,0.7098,0.6998509485274553,2540,4335.134281841,1764940631.3204958
23945537.0,0.800348112732172,0.4144,0.2712031900882721,0.00017964729458917836,258,0.6829,0.725804790109396,2590,4417.887448379,1764940714.0735931
24040334.0,0.799772533774376,0.416,0.25636306405067444,0.0001795671342685371,259,0.6963,0.7349718267098069,2600,4434.903135285,1764940731.0892785
24133085.0,0.8104474224150181,0.4176,0.24545882642269135,0.0001794869739478958,260,0.659,0.669653344899416,2610,4453.461875528,1764940749.6480448
24226583.0,0.7944293215870857,0.4192,0.27204999327659607,0.0001794068136272545,261,0.6961,0.7343942740932107,2620,4470.137050737,1764940766.3232415
24599600.0,0.8060614995658397,0.4256,0.19407352805137634,0.0001790861723446894,265,0.6809,0.6915038291364908,2660,4538.519537443,1764940834.7056015
25002710.0,0.803581865876913,0.432,0.19896680116653442,0.00017876553106212426,269,0.6874,0.686968419328332,2700,4607.278667275,1764940903.464768
25090059.0,0.8065097510814667,0.4336,0.23899170756340027,0.00017868537074148297,270,0.6682,0.7021710686385632,2710,4623.460410711,1764940919.6465
25265291.0,0.8180469796061516,0.4368,0.32948482036590576,0.00017852505010020043,272,0.6328,0.6622005004435778,2730,4656.215272694,1764940952.401276
25353188.0,0.8040444009006024,0.4384,0.3028891682624817,0.00017844488977955913,273,0.6948,0.7219588462263345,2740,4672.268428573,1764940968.4545627
25445570.0,0.8211592033505439,0.44,0.2032150775194168,0.00017836472945891783,274,0.6073,0.6584052927792072,2750,4688.696245691,1764940984.8822563
25925723.0,0.7966314561665058,0.448,0.22363127768039703,0.00017796392785571143,279,0.7053,0.7273419793695212,2800,4772.837004741,1764941069.023168
26202867.0,0.7920041605830193,0.4528,0.2383679747581482,0.0001777234468937876,282,0.7447,0.7535490848124027,2830,4824.287415975,1764941120.473567
26298290.0,0.791627187281847,0.4544,0.258993536233902,0.0001776432865731463,283,0.7197,0.7517930775880813,2840,4841.033868285,1764941137.2201214
26481269.0,0.7939103052020073,0.4576,0.2161906659603119,0.00017748296593186373,285,0.7031,0.7259628176689148,2860,4874.381564787,1764941170.5676455
27144643.0,0.7886150918900967,0.4688,0.1949358433485031,0.00017692184368737476,292,0.7299,0.765217649564147,2930,4993.445870527,1764941289.6320837
27241047.0,0.7909107074141503,0.4704,0.2909225523471832,0.0001768416833667335,293,0.7169,0.749869592115283,2940,5010.445420585,1764941306.631597
27886707.0,0.8004999481141567,0.4816,0.21382403373718262,0.0001762805611222445,300,0.7006,0.7015515426173806,3010,5128.783762196,1764941424.969874
28064301.0,0.8043790653347969,0.4848,0.25028106570243835,0.00017612024048096193,302,0.6617,0.7001270942389966,3030,5161.685770551,1764941457.8719895
28252964.0,0.8008829981088639,0.488,0.27828484773635864,0.00017595991983967936,304,0.6975,0.6927398558706045,3050,5196.212317477,1764941492.398349
28903705.0,0.7926700957119465,0.4992,0.3115391731262207,0.0001753987975951904,311,0.7209,0.7513705238699913,3120,5313.721140301,1764941609.9073234
29360245.0,0.8038204833865166,0.5072,0.19600771367549896,0.000174997995991984,316,0.6571,0.7052142813801765,3170,5398.075831083,1764941694.261901
29446816.0,0.7963670507073403,0.5088,0.23397305607795715,0.0001749178356713427,317,0.7255,0.7362895864993334,3180,5414.676328051,1764941710.8623989
29541434.0,0.8066923961043357,0.5104,0.265616774559021,0.00017483767535070142,318,0.6679,0.6919913724064827,3190,5432.093927259,1764941728.280159
29729257.0,0.795412777364254,0.5136,0.2229716181755066,0.00017467735470941883,320,0.7219,0.726061200350523,3210,5467.935072378,1764941764.1209445
29828655.0,0.7915518470108509,0.5152,0.24306970834732056,0.00017459719438877759,321,0.7506,0.7296874769032001,3220,5485.731055947,1764941781.9171443
29923973.0,0.7999977491796016,0.5168,0.2535157799720764,0.0001745170340681363,322,0.6996,0.7088715363293886,3230,5502.671325353,1764941798.8575034
30015025.0,0.8156746231019497,0.5184,0.3463830351829529,0.000174436873747495,323,0.6404,0.6755832884460687,3240,5519.236108224,1764941815.422172
30104546.0,0.8001572124660015,0.52,0.24547359347343445,0.00017435671342685372,324,0.6868,0.704104720056057,3250,5535.558752073,1764941831.744913
30200128.0,0.793649821728468,0.5216,0.33417341113090515,0.00017427655310621242,325,0.7462,0.7485754791647196,3260,5552.108917998,1764941848.295074
30297607.0,0.8001995287835598,0.5232,0.30333492159843445,0.00017419639278557116,326,0.6833,0.7308432839810848,3270,5569.29259781,1764941865.478766
30390702.0,0.7927351787686348,0.5248,0.22409860789775848,0.00017411623246492989,327,0.7442,0.7462483141571283,3280,5586.337063061,1764941882.5101516
30670661.0,0.7996650464832783,0.5296,0.33423879742622375,0.00017387575150300602,330,0.6983,0.7135217184200883,3310,5637.450842707,1764941933.636952
30846421.0,0.7951370105147362,0.5328,0.29904550313949585,0.00017371543086172346,332,0.7147,0.7445214726030827,3330,5670.96876085,1764941967.154935
31298633.0,0.7990496128797531,0.5408,0.3165145218372345,0.00017331462925851705,337,0.7183,0.7326976288110018,3380,5757.151541146,1764942053.3375492
31574942.0,0.7951725505292415,0.5456,0.2495669424533844,0.0001730741482965932,340,0.7274,0.7527386419475078,3410,5809.991629628,1764942106.1776528
31668099.0,0.7945466563105583,0.5472,0.33331552147865295,0.00017299398797595192,341,0.726,0.7363876901566982,3420,5826.86995802,1764942123.056022
31976204.0,0.8077382870018482,0.552,0.25512468814849854,0.00017275350701402806,344,0.6584,0.680067409388721,3450,5880.24574131,1764942176.431897
32168611.0,0.8144363671541214,0.5552,0.25826725363731384,0.00017259318637274552,346,0.6385,0.6677795052528381,3470,5914.635191975,1764942210.82122
32723415.0,0.7893222376704216,0.5648,0.3189205229282379,0.00017211222444889782,352,0.7454,0.7488976150751114,3530,6015.535898763,1764942311.721785
32823450.0,0.8167424395680427,0.5664,0.2241186946630478,0.00017203206412825652,353,0.6408,0.6592810172587633,3540,6032.979377892,1764942329.1655536
32919130.0,0.7946762450039386,0.568,0.3165524899959564,0.00017195190380761522,354,0.7088,0.7318644061684608,3550,6049.785011938,1764942345.9712026
33188259.0,0.7989570647478104,0.5728,0.27610090374946594,0.0001717114228456914,357,0.699,0.7197003453969956,3580,6101.505074191,1764942397.6911168
33285080.0,0.7972677573561668,0.5744,0.3051830530166626,0.00017163126252505012,358,0.7156,0.716771736741066,3590,6118.916748282,1764942415.102584
33482803.0,0.8030150912702083,0.5776,0.24602057039737701,0.00017147094188376752,360,0.6879,0.715831634029746,3610,6154.937863734,1764942451.1238122
33660991.0,0.78493282943964,0.5808,0.2473069131374359,0.00017131062124248498,362,0.7234,0.7511397738009691,3630,6188.383050803,1764942484.5692027
33838658.0,0.7967481553554535,0.584,0.29922640323638916,0.00017115030060120242,364,0.6966,0.7371238924562931,3650,6222.63872908,1764942518.8248243
34322643.0,0.8109097138047219,0.592,0.25034111738204956,0.000170749498997996,369,0.6531,0.6835714895278215,3700,6308.976306661,1764942605.162431
34410313.0,0.7948072656989098,0.5936,0.3040289878845215,0.00017066933867735472,370,0.7117,0.749582309089601,3710,6325.456117028,1764942621.6422727
34602354.0,0.8148979984223843,0.5968,0.21654056012630463,0.00017050901803607215,372,0.6488,0.6920691728591919,3730,6360.480824853,1764942656.6668048
34894183.0,0.8114367671310901,0.6016,0.2686481773853302,0.00017026853707414831,375,0.6386,0.666404715180397,3760,6412.244036684,1764942708.4302027
35273684.0,0.8047384910285473,0.608,0.26174667477607727,0.00016994789579158315,379,0.6728,0.7324685584753752,3800,6480.417978173,1764942776.6040442
35474148.0,0.8061605028808116,0.6112,0.23430639505386353,0.00016978757515030061,381,0.6778,0.6786533474922181,3820,6516.632404865,1764942812.8143578
35662701.0,0.7910344801843167,0.6144,0.24145284295082092,0.00016962725450901805,383,0.7522,0.7619302172213793,3840,6550.982949265,1764942847.1691487
35849803.0,0.798731779307127,0.6176,0.380769819021225,0.00016946693386773548,385,0.7179,0.7224785510450602,3860,6585.508613657,1764942881.6948235
36213743.0,0.8094840601086617,0.624,0.30114978551864624,0.00016914629258517035,389,0.6556,0.6783402640372515,3900,6653.44833818,1764942949.6343012
36306422.0,0.7960058942437171,0.6256,0.23178435862064362,0.00016906613226452908,390,0.719,0.7107227254658938,3910,6670.632945009,1764942966.8190174
36884761.0,0.7962208174169063,0.6352,0.22769670188426971,0.00016858517034068138,396,0.7088,0.7155687686055898,3970,6774.954007874,1764943071.1400673
37069321.0,0.8083553664386273,0.6384,0.2563868463039398,0.0001684248496993988,398,0.6798,0.6953692205250264,3990,6809.431048365,1764943105.6171203
37345926.0,0.7999358035624027,0.6432,0.3456391394138336,0.00016818436873747495,401,0.6936,0.6939729738980531,4020,6861.089991617,1764943157.27622
37632513.0,0.7991568669676781,0.648,0.25549986958503723,0.0001679438877755511,404,0.706,0.7261697515845299,4050,6912.350377034,1764943208.5365849
37730567.0,0.8018469765782357,0.6496,0.26310455799102783,0.00016786372745490984,405,0.7051,0.7007420979440212,4060,6929.62116628,1764943225.8072782
37820085.0,0.8040782630443573,0.6512,0.2356170117855072,0.00016778356713426855,406,0.67,0.687631531059742,4070,6945.86387285,1764943242.050015
37909833.0,0.7968077629804611,0.6528,0.27075326442718506,0.00016770340681362725,407,0.7033,0.7402570744976401,4080,6962.951360622,1764943259.1375716
38184555.0,0.8005082532763481,0.6576,0.2968060374259949,0.0001674629258517034,410,0.7049,0.6965073071420192,4110,7014.964081117,1764943311.1501765
38374636.0,0.7838980667293072,0.6608,0.25878867506980896,0.00016730260521042085,412,0.7364,0.7767488867044449,4130,7049.611880185,1764943345.7978978
38464991.0,0.799800842255354,0.6624,0.30311280488967896,0.00016722244488977955,413,0.6779,0.715164539963007,4140,7065.93496231,1764943362.1212056
39196322.0,0.8080762282013894,0.6752,0.279009610414505,0.0001665811623246493,421,0.6394,0.704058975353837,4220,7202.025217588,1764943498.2114148
39395605.0,0.80460599437356,0.6784,0.2334972620010376,0.00016642084168336674,423,0.6616,0.694739542528987,4240,7236.631570418,1764943532.817575
39590764.0,0.8128270924091339,0.6816,0.25065097212791443,0.00016626052104208418,425,0.6609,0.6767725951969623,4260,7270.685863134,1764943566.8719492
39772986.0,0.8125283360481262,0.6848,0.20844632387161255,0.0001661002004008016,427,0.6403,0.691467646881938,4280,7305.713685374,1764943601.899894
39961733.0,0.8019426248967647,0.688,0.2297859787940979,0.00016593987975951904,429,0.6957,0.7124096130952239,4300,7339.445983596,1764943635.6321554
40051218.0,0.7994888119399548,0.6896,0.29777130484580994,0.00016585971943887777,430,0.713,0.7101536579430103,4310,7355.843990922,1764943652.0300913
40153298.0,0.8044208027422428,0.6912,0.3264537751674652,0.00016577955911823648,431,0.676,0.693318435177207,4320,7373.580293034,1764943669.76633
41099653.0,0.8026453122496605,0.7072,0.34693413972854614,0.00016497795591182364,441,0.6764,0.6861291423439979,4420,7546.778432559,1764943842.9646008
41285282.0,0.8127309158444405,0.7104,0.24502114951610565,0.00016481763527054108,443,0.6218,0.6573393031954765,4440,7581.887358748,1764943878.0733628
41371241.0,0.799876844137907,0.712,0.2638344466686249,0.0001647374749498998,444,0.698,0.7150643914937973,4450,7598.542436106,1764943894.7284389
41466270.0,0.8012477159500122,0.7136,0.26643186807632446,0.00016465731462925854,445,0.6854,0.6953875709325075,4460,7615.950584678,1764943912.1366243
41654323.0,0.8013724111020565,0.7168,0.29183346033096313,0.00016449699398797594,447,0.7025,0.7165820598602295,4480,7650.160384018,1764943946.3464892
