train/mean_token_accuracy,train/entropy,train/num_tokens,_timestamp,train/loss,train/grad_norm,train/learning_rate,_step,_runtime,train/global_step,train/epoch
0.8006268729766209,0.7062817499041557,13116234.0,1764932490.9072807,0.7092,0.33050569891929626,1.1384615384615385e-05,188,2428.897582384,1890,0.2268
0.7936739563941956,0.7558853099743525,13183281.0,1764932503.6839056,0.7392,0.18797576427459717,1.035897435897436e-05,189,2441.674158941,1900,0.228
0.8054765105247498,0.7064914728204409,13251861.0,1764932516.6839285,0.6779,0.27056822180747986,9.333333333333334e-06,190,2454.674077087,1910,0.2292
0.802842703461647,0.7224660406510035,13325017.0,1764932530.1352983,0.7087,0.22863347828388214,8.307692307692307e-06,191,2468.125464969,1920,0.2304
0.792356284459432,0.750470457971096,13398323.0,1764932543.1342833,0.735,0.316313236951828,7.282051282051282e-06,192,2481.124467447,1930,0.2316
0.7861604352792104,0.7647668669621149,13470664.0,1764932556.1327124,0.7674,0.28938397765159607,6.256410256410257e-06,193,2494.123258055,1940,0.2328
0.805429020524025,0.693243695795536,13540759.0,1764932569.049596,0.6892,0.24220387637615204,5.230769230769231e-06,194,2507.039736314,1950,0.234
0.7940074821313222,0.7507382487257321,13605837.0,1764932581.787772,0.7211,0.2854804992675781,4.2051282051282055e-06,195,2519.778022183,1960,0.2352
0.7943750987450282,0.7320063938697179,13674251.0,1764932594.3115454,0.7295,0.2450539469718933,3.17948717948718e-06,196,2532.301782136,1970,0.2364
0.8018268992503484,0.72391220976909,13736612.0,1764932606.1354373,0.6878,0.2801211476325989,2.1538461538461538e-06,197,2544.125576962,1980,0.2376
0.7824917544921239,0.7795897265275319,13804200.0,1764932618.5256538,0.7879,0.239488422870636,1.1282051282051283e-06,198,2556.515872031,1990,0.2388
